Gene_ID,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17
b4138,3.30E-06,1.31E-05,8.36E-06,2.82E-06,3.79E-06,4.38E-06,4.20E-06,4.64E-06,8.01E-06,7.35E-06,6.63E-06,6.80E-06,3.72E-06,3.39E-06,2.28E-06,2.49E-06,4.75E-06
b4384,4.59E-05,0.000309859,0.000118078,3.72E-05,5.13E-05,4.48E-05,5.63E-05,3.63E-05,5.05E-05,4.48E-05,4.21E-05,3.59E-05,4.78E-05,5.17E-05,4.55E-05,5.40E-05,5.36E-05
b3639,4.19E-06,9.89E-06,5.67E-06,3.71E-06,3.78E-06,5.72E-06,4.08E-06,7.12E-06,7.49E-06,6.54E-06,5.69E-06,6.94E-06,4.42E-06,3.78E-06,3.04E-06,3.04E-06,4.70E-06
b0048,4.90E-06,9.46E-06,1.46E-05,2.94E-06,5.24E-06,4.06E-06,4.94E-06,4.71E-06,3.23E-06,2.96E-06,2.57E-06,2.83E-06,3.63E-06,3.85E-06,2.89E-06,3.83E-06,4.39E-06
b2262,9.27E-06,2.10E-05,1.13E-05,8.13E-06,8.89E-06,9.27E-06,8.83E-06,7.72E-06,8.61E-06,7.79E-06,6.71E-06,7.12E-06,1.02E-05,8.58E-06,8.45E-06,9.56E-06,7.82E-06
b3006,1.36E-05,9.33E-06,1.89E-05,7.58E-06,1.07E-05,1.16E-05,1.16E-05,1.22E-05,1.35E-05,7.88E-06,5.49E-06,3.75E-06,2.27E-05,1.06E-05,6.17E-06,1.43E-05,2.24E-05
b3005,6.12E-06,4.43E-06,8.45E-06,2.36E-06,3.68E-06,3.57E-06,4.69E-06,3.96E-06,3.49E-06,1.92E-06,1.52E-06,9.74E-07,9.42E-06,3.21E-06,2.61E-06,4.34E-06,5.63E-06
b3371,1.38E-08,1.70E-07,0,1.63E-08,1.77E-09,9.34E-09,2.91E-08,3.79E-09,1.18E-07,5.19E-09,0,4.72E-08,0,0,1.77E-09,1.10E-09,0
b3177,3.70E-06,7.13E-06,5.98E-06,2.44E-06,2.88E-06,3.17E-06,2.77E-06,2.53E-06,3.02E-06,1.92E-06,1.26E-06,8.93E-07,3.37E-06,2.21E-06,1.71E-06,3.13E-06,2.93E-06
b3058,3.03E-07,4.58E-06,4.56E-06,1.49E-06,1.68E-06,5.90E-07,2.69E-06,1.09E-06,2.01E-06,1.88E-06,1.63E-06,9.05E-07,1.93E-06,1.91E-07,1.26E-06,1.17E-06,1.89E-06
b2303,1.96E-05,3.15E-05,2.97E-05,1.06E-05,1.66E-05,1.96E-05,2.00E-05,1.39E-05,1.87E-05,1.42E-05,1.15E-05,8.75E-06,2.51E-05,1.66E-05,1.11E-05,1.64E-05,2.28E-05
b0904,4.33E-07,7.56E-07,6.72E-07,6.30E-07,6.33E-07,5.88E-07,5.72E-07,6.36E-07,8.63E-07,1.09E-06,1.13E-06,1.09E-06,4.01E-07,9.24E-07,7.33E-07,7.14E-07,5.62E-07
b1612,2.24E-05,0.000103581,8.57E-05,7.93E-05,6.91E-05,4.66E-05,4.18E-05,5.46E-05,7.82E-05,6.19E-05,3.88E-05,2.56E-05,3.57E-05,7.20E-05,3.47E-05,7.34E-05,4.56E-05
b4139,1.83E-06,9.25E-05,4.97E-05,1.30E-05,1.47E-05,6.25E-06,7.42E-06,9.14E-06,1.36E-05,1.34E-05,9.83E-06,1.00E-05,4.38E-06,1.12E-05,5.28E-06,1.30E-05,3.65E-06
b0723,3.46E-05,0.000138899,0.000104252,0.000105651,6.88E-05,7.49E-05,5.17E-05,8.28E-05,0.00010534,9.69E-05,8.72E-05,8.14E-05,5.28E-05,6.68E-05,4.54E-05,6.93E-05,5.59E-05
b0722,4.87E-07,3.12E-06,6.05E-07,5.52E-07,6.14E-07,5.88E-07,4.98E-07,7.94E-07,6.07E-07,6.49E-07,5.39E-07,6.04E-07,5.75E-07,5.73E-07,2.70E-07,6.80E-07,8.10E-07
b4153,2.74E-06,9.82E-06,4.32E-06,2.29E-06,6.31E-06,2.92E-06,2.54E-06,3.49E-06,2.64E-06,4.10E-06,3.91E-06,3.88E-06,1.76E-06,2.01E-06,1.99E-06,4.61E-06,2.82E-06
b1852,2.05E-05,2.50E-05,1.92E-05,1.04E-05,1.40E-05,1.85E-05,1.94E-05,1.66E-05,1.65E-05,1.35E-05,1.43E-05,1.53E-05,2.95E-05,1.64E-05,1.99E-05,1.45E-05,2.52E-05
b1654,0.000106594,0.00010037,0.00010037,4.70E-05,5.78E-05,7.46E-05,7.05E-05,5.45E-05,7.48E-05,5.27E-05,4.67E-05,3.78E-05,8.87E-05,7.12E-05,8.48E-05,7.06E-05,8.09E-05
b3633,5.10E-07,9.00E-07,7.96E-07,3.20E-07,4.53E-07,5.80E-07,6.16E-07,5.38E-07,9.65E-07,5.63E-07,4.64E-07,3.79E-07,2.24E-07,2.41E-07,2.18E-07,4.38E-07,4.59E-07
b3784,2.04E-08,2.96E-09,3.74E-10,6.09E-08,5.74E-08,3.06E-08,6.16E-08,1.02E-07,1.57E-07,5.89E-08,5.01E-08,4.23E-08,2.69E-10,2.57E-10,2.15E-10,2.52E-10,2.88E-10
b1651,3.26E-05,3.20E-05,3.26E-05,2.00E-05,2.83E-05,2.38E-05,4.04E-05,2.63E-05,3.34E-05,2.44E-05,2.30E-05,1.52E-05,3.10E-05,2.68E-05,2.15E-05,2.97E-05,3.93E-05
b0212,4.68E-06,4.61E-06,4.08E-06,5.95E-06,4.58E-06,4.08E-06,4.58E-06,3.94E-06,4.08E-06,5.49E-06,5.00E-06,5.42E-06,3.42E-06,6.44E-06,4.08E-06,4.75E-06,3.43E-06
b0369,7.31E-06,1.36E-05,8.26E-06,5.45E-06,5.90E-06,7.28E-06,6.21E-06,6.27E-06,5.62E-06,4.47E-06,4.27E-06,3.68E-06,8.32E-06,5.82E-06,5.65E-06,5.79E-06,6.63E-06
b3850,1.75E-06,4.14E-06,2.85E-06,1.28E-06,1.76E-06,2.90E-06,2.52E-06,2.38E-06,2.37E-06,2.25E-06,1.88E-06,1.07E-06,2.12E-06,1.76E-06,1.19E-06,1.28E-06,1.67E-06
b3730,6.80E-06,1.33E-05,1.14E-05,4.42E-06,5.07E-06,4.62E-06,7.06E-06,5.84E-06,8.34E-06,5.56E-06,4.68E-06,3.48E-06,8.89E-06,5.31E-06,4.27E-06,5.96E-06,8.85E-06
b2529,0.000156274,0.000145422,0.000211983,0.000112865,0.000109971,0.000104183,0.000149763,0.000114312,0.000168574,0.000112865,8.03E-05,5.19E-05,0.000211983,0.000155551,0.000128782,0.000106353,0.000204748
b0973,1.89E-08,5.59E-08,1.90E-08,1.13E-08,2.18E-08,3.54E-08,2.01E-08,1.87E-08,2.05E-08,1.95E-08,2.21E-08,2.24E-08,2.04E-08,1.42E-08,1.23E-08,9.49E-09,1.74E-08
b2994,9.02E-08,1.54E-06,3.25E-07,7.42E-08,1.39E-07,7.14E-08,8.42E-08,6.18E-08,1.13E-07,8.20E-07,6.74E-07,4.28E-07,7.82E-08,1.07E-07,3.59E-08,1.68E-07,4.16E-08
b1054,5.82E-09,1.97E-07,0,1.76E-09,1.95E-08,6.96E-09,1.87E-08,4.21E-09,3.56E-09,3.22E-09,0,8.57E-10,0,0,2.69E-09,8.51E-09,0
b1326,1.47E-07,2.45E-07,6.45E-07,5.17E-07,4.86E-07,5.43E-07,5.62E-07,3.85E-07,8.75E-07,1.16E-06,1.15E-06,1.10E-06,7.28E-07,3.20E-08,1.70E-06,4.45E-07,3.21E-07
b3187,1.36E-06,1.64E-06,1.79E-06,1.08E-06,1.28E-06,1.42E-06,9.86E-07,1.24E-06,9.04E-07,9.32E-07,8.64E-07,8.30E-07,8.44E-07,8.90E-07,5.34E-07,8.07E-07,9.18E-07
b1676,0.000147792,0.000171668,0.000153712,7.40E-05,7.99E-05,0.000116418,0.000117997,5.66E-05,0.000117997,8.54E-05,7.46E-05,8.72E-05,0.000168905,0.00010083,0.000101817,8.23E-05,0.000196333
b0635,1.24E-07,2.27E-07,2.13E-07,1.10E-07,8.42E-08,9.32E-08,1.02E-07,1.03E-07,1.89E-07,1.22E-07,1.08E-07,8.08E-08,8.55E-08,1.36E-07,4.85E-08,1.07E-07,1.98E-07
b0084,1.91E-07,4.36E-07,3.59E-07,2.46E-07,2.01E-07,3.09E-07,2.29E-07,4.14E-07,2.65E-07,1.66E-07,1.54E-07,7.66E-08,2.76E-07,3.38E-07,1.48E-07,2.44E-07,2.35E-07
b0494,2.79E-06,1.99E-06,3.51E-06,2.87E-06,4.08E-06,3.26E-06,3.26E-06,3.86E-06,2.93E-06,3.32E-06,2.70E-06,2.90E-06,2.39E-06,3.40E-06,2.36E-06,2.12E-06,2.45E-06
b2533,2.39E-05,5.77E-05,3.01E-05,1.21E-05,1.56E-05,1.56E-05,1.63E-05,1.24E-05,1.59E-05,1.07E-05,9.06E-06,8.20E-06,1.74E-05,1.44E-05,9.85E-06,1.37E-05,1.85E-05
b2508,0.000186639,9.81E-05,0.000550296,6.72E-05,9.91E-05,9.89E-05,9.22E-05,7.31E-05,0.000116216,6.68E-05,4.64E-05,4.16E-05,0.000145655,7.73E-05,5.39E-05,0.000110829,0.000126222
b0595,4.03E-06,1.52E-06,4.00E-06,1.65E-06,2.51E-06,2.30E-06,2.72E-06,3.35E-06,1.37E-06,1.29E-06,1.24E-06,9.78E-07,1.69E-05,2.03E-06,2.05E-06,2.76E-06,2.98E-06
b3200,1.80E-05,2.48E-05,2.35E-05,1.30E-05,1.69E-05,1.88E-05,1.81E-05,1.73E-05,1.27E-05,1.25E-05,1.19E-05,1.15E-05,1.88E-05,1.66E-05,1.95E-05,1.65E-05,1.79E-05
b3199,9.64E-07,1.48E-06,1.08E-06,9.46E-07,1.38E-06,1.02E-06,9.55E-07,9.04E-07,1.02E-06,1.00E-06,9.74E-07,1.32E-06,1.04E-06,1.29E-06,1.36E-06,1.26E-06,1.31E-06
b0463,4.03E-05,7.52E-05,5.22E-05,2.07E-05,2.97E-05,3.20E-05,3.39E-05,3.23E-05,2.80E-05,2.49E-05,2.20E-05,2.08E-05,3.49E-05,3.01E-05,2.54E-05,3.01E-05,3.58E-05
b1982,7.06E-06,5.19E-06,4.95E-06,6.53E-06,5.99E-06,7.27E-06,7.42E-06,7.47E-06,8.08E-06,6.49E-06,6.69E-06,5.60E-06,8.81E-06,6.60E-06,5.82E-06,5.73E-06,7.43E-06
b4055,1.40E-06,2.79E-05,5.72E-06,1.47E-06,1.96E-06,2.66E-06,1.38E-06,1.58E-06,2.17E-06,3.05E-06,3.25E-06,2.42E-06,9.90E-07,1.37E-06,1.16E-06,1.35E-06,6.02E-07
b2480,0.000126103,0.000128375,0.00014428,5.85E-05,8.46E-05,9.60E-05,0.000110766,0.000114742,8.18E-05,6.53E-05,5.60E-05,4.10E-05,0.000122695,8.80E-05,6.70E-05,8.24E-05,0.000126103
b3368,4.93E-07,6.71E-07,9.46E-07,4.71E-07,7.23E-07,7.07E-07,6.59E-07,6.69E-07,7.47E-07,5.11E-07,5.09E-07,5.21E-07,8.98E-07,7.39E-07,6.39E-07,7.35E-07,8.84E-07
b0632,2.24E-05,3.27E-05,2.66E-05,1.02E-05,1.41E-05,1.46E-05,1.84E-05,1.67E-05,1.49E-05,1.05E-05,8.45E-06,7.75E-06,2.03E-05,1.50E-05,1.05E-05,1.43E-05,1.97E-05
b2472,1.22E-06,2.57E-06,1.58E-06,8.44E-07,7.88E-07,9.75E-07,9.99E-07,9.05E-07,1.34E-06,1.15E-06,8.47E-07,6.55E-07,1.41E-06,7.40E-07,6.69E-07,1.15E-06,1.57E-06
b2150,5.35E-05,0.000333592,0.000361625,0.000325182,0.000476559,0.000294346,0.000291542,0.000299952,0.000344805,0.000490576,0.000395264,0.000327985,9.39E-05,0.000605511,0.001440892,0.000448527,0.000161189
b3543,2.49E-07,8.97E-08,1.31E-06,3.50E-07,8.17E-07,4.33E-07,7.56E-07,6.81E-07,9.05E-07,6.51E-07,6.43E-07,5.74E-07,4.73E-07,7.10E-07,3.31E-07,7.58E-07,9.48E-07
b3542,8.21E-07,5.98E-07,3.63E-06,1.00E-06,2.12E-06,1.34E-06,1.37E-06,2.51E-06,2.14E-06,1.78E-06,1.64E-06,1.29E-06,9.14E-07,1.94E-06,9.85E-07,1.86E-06,1.98E-06
b3860,6.89E-05,6.85E-05,8.76E-05,3.54E-05,5.24E-05,5.16E-05,7.15E-05,5.98E-05,4.46E-05,3.18E-05,2.58E-05,2.00E-05,4.94E-05,4.98E-05,3.35E-05,5.37E-05,7.02E-05
b2893,2.36E-05,2.25E-05,1.99E-05,7.89E-06,1.18E-05,8.36E-06,1.04E-05,1.78E-05,6.72E-06,4.53E-06,3.91E-06,3.21E-06,7.74E-06,7.82E-06,6.06E-06,6.57E-06,1.06E-05
b0593,3.19E-06,9.54E-07,2.59E-06,1.21E-06,1.30E-06,9.84E-07,1.01E-06,1.39E-06,1.57E-06,1.07E-06,5.32E-07,3.31E-07,6.69E-06,9.47E-07,3.29E-07,9.30E-07,1.21E-06
b2441,5.35E-07,1.05E-06,8.96E-07,4.62E-07,5.39E-07,6.38E-07,6.56E-07,4.50E-07,5.57E-07,5.31E-07,5.94E-07,4.94E-07,8.57E-07,6.81E-07,4.52E-07,5.57E-07,5.98E-07
b1093,7.76E-05,0.000149258,0.000126928,4.19E-05,5.56E-05,5.84E-05,5.80E-05,5.56E-05,4.98E-05,4.11E-05,3.19E-05,2.90E-05,6.35E-05,5.80E-05,4.19E-05,6.97E-05,6.50E-05
b1288,8.34E-05,0.000155958,0.000120382,4.82E-05,6.58E-05,6.68E-05,6.36E-05,6.65E-05,6.36E-05,5.10E-05,4.20E-05,4.06E-05,5.17E-05,4.31E-05,3.85E-05,5.68E-05,5.97E-05
b3892,2.76E-09,4.48E-07,3.58E-10,2.13E-10,2.36E-10,7.04E-09,2.48E-10,2.36E-10,4.80E-09,2.24E-10,1.93E-10,3.29E-10,5.17E-09,2.46E-10,2.07E-10,4.02E-09,6.02E-09
b3844,1.07E-05,2.16E-05,1.97E-05,1.05E-05,1.24E-05,1.35E-05,1.19E-05,1.26E-05,1.33E-05,1.08E-05,1.01E-05,8.55E-06,1.27E-05,1.24E-05,1.19E-05,1.45E-05,1.38E-05
b1236,2.69E-05,4.07E-05,3.71E-05,1.78E-05,2.26E-05,2.54E-05,2.71E-05,1.73E-05,2.52E-05,2.03E-05,2.14E-05,1.71E-05,3.31E-05,2.15E-05,2.11E-05,2.07E-05,2.75E-05
b2979,5.56E-07,1.61E-06,7.20E-07,7.94E-07,4.04E-07,2.53E-07,3.85E-07,1.95E-07,3.07E-07,2.66E-07,2.18E-07,2.72E-07,6.27E-07,6.85E-07,3.79E-07,6.55E-07,7.79E-07
b3927,7.60E-07,1.05E-05,4.20E-05,1.17E-06,1.12E-06,1.01E-06,2.14E-05,1.37E-06,1.51E-06,2.07E-06,2.05E-06,1.94E-06,2.07E-06,1.33E-06,1.28E-06,8.47E-07,1.28E-06
b2988,3.05E-06,1.69E-06,1.35E-06,1.12E-06,1.11E-06,1.21E-06,1.38E-06,1.13E-06,1.29E-06,8.87E-07,6.68E-07,7.58E-07,3.35E-06,1.35E-06,1.08E-06,9.92E-07,2.71E-06
b2787,1.53E-08,4.01E-08,1.44E-08,1.22E-08,2.28E-08,1.67E-08,2.36E-08,2.89E-08,2.10E-08,1.96E-08,1.90E-08,2.44E-08,2.30E-08,1.28E-08,2.02E-08,1.14E-08,2.12E-08
b0477,7.58E-07,1.90E-06,1.31E-06,2.91E-07,3.49E-07,5.68E-07,2.77E-07,4.28E-07,4.86E-07,2.91E-07,1.50E-07,1.84E-07,4.90E-07,4.48E-07,3.02E-07,4.79E-07,6.84E-07
b2168,9.37E-07,2.76E-06,1.85E-06,3.94E-07,9.11E-07,1.61E-06,1.39E-06,6.91E-07,1.90E-06,1.31E-06,1.12E-06,1.29E-06,2.38E-06,1.29E-06,1.42E-06,1.39E-06,4.09E-05
b4034,3.55E-05,0.000140509,0.000125282,6.07E-05,0.000120436,0.00011836,0.000101979,8.38E-05,0.000224722,0.000302245,0.000246872,0.000152968,1.77E-05,0.000177194,9.27E-05,0.000101056,8.38E-05
b2781,2.96E-08,5.86E-08,3.46E-08,7.97E-08,7.14E-08,2.52E-08,3.82E-08,3.25E-08,2.86E-08,4.21E-08,5.46E-08,4.81E-08,1.14E-07,2.59E-07,2.30E-07,1.60E-07,1.95E-07
b3028,7.41E-06,9.52E-06,9.88E-06,7.32E-06,7.00E-06,9.38E-06,9.61E-06,7.37E-06,9.33E-06,7.18E-06,5.81E-06,4.10E-06,1.29E-05,8.97E-06,5.22E-06,8.78E-06,1.30E-05
b0842,2.82E-07,2.94E-06,0,5.58E-08,3.52E-08,3.32E-07,3.00E-08,1.97E-09,1.34E-07,1.33E-08,9.85E-08,3.75E-07,0,0,5.42E-08,2.42E-07,0
b3941,7.29E-05,1.42E-05,1.08E-05,3.69E-05,3.36E-05,3.99E-05,5.60E-05,3.21E-05,4.08E-05,2.17E-05,2.06E-05,1.53E-05,6.23E-05,4.48E-05,3.60E-05,3.84E-05,7.08E-05
b0159,3.62E-05,5.88E-05,5.72E-05,2.25E-05,2.96E-05,3.43E-05,3.31E-05,3.27E-05,3.80E-05,2.82E-05,2.29E-05,1.89E-05,4.65E-05,3.09E-05,3.59E-05,3.43E-05,4.15E-05
b0677,4.69E-06,1.25E-05,6.21E-06,6.31E-06,7.09E-06,1.06E-05,6.75E-06,6.55E-06,5.89E-06,6.85E-06,7.68E-06,7.46E-06,6.36E-06,9.29E-06,2.64E-05,7.80E-06,6.89E-06
b1186,1.73E-10,7.82E-09,3.03E-07,2.19E-09,1.76E-08,4.85E-08,5.63E-09,2.31E-08,3.28E-07,2.58E-07,1.82E-07,2.24E-07,8.42E-08,1.63E-10,6.02E-08,1.39E-07,6.85E-08
b1865,1.48E-07,5.73E-07,0,1.21E-07,2.54E-07,1.83E-07,9.72E-08,1.04E-07,4.40E-08,1.42E-07,4.39E-09,1.89E-08,0,0,5.96E-08,1.12E-07,0
b2288,7.24E-06,3.24E-05,2.61E-05,7.06E-06,1.08E-05,1.54E-05,1.23E-05,9.37E-06,1.99E-05,1.55E-05,1.38E-05,1.19E-05,9.92E-06,1.16E-05,5.59E-06,8.46E-06,1.61E-05
b2287,5.08E-06,2.13E-05,1.49E-05,4.44E-06,8.67E-06,9.55E-06,8.59E-06,6.31E-06,7.27E-06,6.83E-06,6.43E-06,5.00E-06,3.83E-06,5.68E-06,3.55E-06,4.76E-06,5.80E-06
b2285,1.24E-05,8.78E-05,4.99E-05,1.30E-05,2.50E-05,2.75E-05,2.32E-05,1.98E-05,1.79E-05,2.21E-05,2.14E-05,1.76E-05,1.31E-05,2.14E-05,1.51E-05,2.25E-05,1.78E-05
b2282,2.21E-06,8.73E-06,5.47E-06,2.51E-06,2.10E-06,3.10E-06,2.52E-06,2.82E-06,4.64E-06,3.59E-06,2.76E-06,1.42E-06,4.78E-07,1.02E-06,4.92E-07,3.65E-07,1.53E-06
b2281,4.88E-06,1.89E-05,1.33E-05,4.06E-06,7.36E-06,8.73E-06,7.80E-06,5.90E-06,5.90E-06,6.44E-06,6.10E-06,4.97E-06,3.78E-06,5.71E-06,4.14E-06,5.95E-06,4.97E-06
b2279,3.81E-06,6.38E-06,8.56E-06,1.49E-06,2.24E-06,3.42E-06,8.31E-06,3.25E-06,4.43E-06,3.62E-06,2.99E-06,2.78E-06,4.84E-06,3.26E-06,1.40E-06,2.85E-06,4.66E-06
b2277,1.65E-07,1.10E-06,5.91E-07,9.40E-08,1.48E-07,3.01E-07,2.11E-07,2.80E-07,4.44E-07,4.20E-07,3.15E-07,2.76E-07,9.40E-08,1.41E-07,6.89E-08,1.12E-07,2.23E-07
b2276,3.33E-07,2.21E-06,1.29E-06,3.46E-07,7.83E-07,1.02E-06,1.17E-06,8.16E-07,1.81E-06,1.34E-06,1.16E-06,1.06E-06,5.62E-07,6.21E-07,3.06E-07,4.27E-07,9.60E-07
b2393,2.02E-06,1.13E-05,2.76E-06,1.19E-06,9.10E-07,1.56E-06,1.16E-06,9.39E-07,4.51E-06,3.68E-06,2.69E-06,1.99E-06,1.26E-06,7.23E-07,1.60E-07,8.47E-07,2.83E-06
b0726,2.83E-05,0.000100974,7.42E-05,6.96E-05,4.37E-05,5.52E-05,4.57E-05,6.96E-05,6.05E-05,4.68E-05,3.86E-05,3.57E-05,5.32E-05,5.02E-05,2.71E-05,5.68E-05,5.74E-05
b0727,8.71E-05,0.000259291,0.000225629,0.000170814,0.000115089,0.000125552,9.23E-05,0.000165128,0.000101215,8.44E-05,6.78E-05,6.37E-05,0.00012032,0.000107811,5.73E-05,0.00011941,0.000104626
b0114,9.66E-05,0.000195807,0.000110455,4.06E-05,7.51E-05,6.97E-05,6.76E-05,0.00026208,9.77E-05,8.76E-05,7.32E-05,7.96E-05,0.000169699,8.14E-05,5.42E-05,7.87E-05,0.000156645
b2134,1.40E-10,2.20E-10,1.92E-10,1.14E-10,1.26E-10,1.31E-10,1.31E-10,1.26E-09,1.33E-10,2.86E-10,4.20E-10,7.62E-10,4.85E-10,1.33E-10,7.00E-10,1.28E-10,8.63E-10
b1638,5.02E-06,3.86E-06,4.66E-06,3.96E-06,4.86E-06,4.39E-06,5.02E-06,5.02E-06,4.86E-06,4.08E-06,3.27E-06,2.72E-06,7.72E-06,4.94E-06,3.80E-06,5.37E-06,5.76E-06
b3493,3.47E-06,4.78E-06,4.42E-06,1.53E-06,2.59E-06,2.79E-06,2.53E-06,4.18E-06,3.06E-06,2.36E-06,2.04E-06,1.78E-06,3.24E-06,3.64E-06,2.06E-06,3.11E-06,3.99E-06
b2502,5.11E-07,1.24E-06,8.99E-07,4.87E-07,5.89E-07,7.89E-07,5.99E-07,4.84E-07,1.18E-06,8.35E-07,7.39E-07,7.39E-07,6.46E-07,5.46E-07,2.36E-07,3.51E-07,8.02E-07
b2679,1.31E-05,0.000167584,2.00E-05,4.67E-06,4.70E-06,1.12E-05,5.22E-06,6.73E-06,7.03E-06,4.20E-06,3.50E-06,1.31E-06,3.86E-06,6.67E-06,4.67E-06,7.20E-06,3.89E-06
b1606,6.46E-07,6.54E-07,7.90E-07,5.05E-07,5.81E-07,5.17E-07,7.52E-07,5.59E-07,4.37E-07,3.84E-07,4.41E-07,4.64E-07,5.97E-07,6.00E-07,8.25E-07,5.89E-07,6.80E-07
b3386,8.69E-06,9.26E-06,0,2.45E-06,3.86E-06,6.57E-06,4.05E-06,4.32E-06,3.01E-06,1.78E-06,1.21E-06,1.13E-06,0,0,2.20E-06,4.28E-06,0
b2312,1.28E-05,1.83E-06,1.05E-05,4.64E-06,5.49E-06,7.53E-06,6.56E-06,8.26E-06,7.60E-06,5.01E-06,3.51E-06,2.82E-06,6.49E-06,7.23E-06,3.99E-06,6.66E-06,1.03E-05
b0523,5.97E-05,1.19E-05,3.80E-05,4.25E-05,3.45E-05,3.86E-05,3.18E-05,3.83E-05,3.12E-05,2.48E-05,2.10E-05,1.93E-05,4.54E-05,3.73E-05,3.44E-05,4.06E-05,4.68E-05
b2784,1.07E-06,1.63E-06,1.24E-06,8.67E-07,8.81E-07,1.18E-06,9.82E-07,1.34E-06,1.66E-06,1.53E-06,1.61E-06,1.58E-06,1.18E-06,1.05E-06,7.80E-07,7.97E-07,1.21E-06
b3650,2.30E-07,6.48E-07,5.54E-07,2.66E-07,2.45E-07,4.25E-07,2.45E-07,3.28E-07,6.37E-07,6.64E-07,6.14E-07,5.98E-07,1.61E-07,2.11E-07,1.64E-07,1.55E-07,3.62E-07
b3453,1.88E-06,3.00E-06,3.35E-06,2.71E-06,5.12E-06,3.37E-06,2.87E-06,3.18E-06,3.51E-06,5.43E-06,7.02E-06,9.13E-06,1.33E-06,3.53E-06,5.14E-06,2.69E-06,1.64E-06
b4388,3.11E-06,3.74E-06,3.94E-06,7.54E-07,1.30E-06,1.94E-06,2.00E-06,1.51E-06,1.43E-06,1.31E-06,1.14E-06,6.86E-07,2.35E-06,1.70E-06,1.15E-06,1.43E-06,2.39E-06
b3666,1.30E-08,1.57E-08,7.02E-09,6.13E-09,4.31E-10,1.54E-10,1.56E-10,1.45E-10,4.71E-09,1.64E-06,1.10E-06,4.17E-07,1.67E-10,2.79E-10,1.33E-10,1.43E-09,1.73E-10
b4392,1.33E-06,1.49E-06,1.16E-06,1.20E-06,1.61E-06,1.00E-06,1.81E-06,1.72E-06,9.74E-07,9.41E-07,9.09E-07,1.10E-06,1.39E-06,1.45E-06,1.24E-06,1.23E-06,1.20E-06
b1646,5.72E-06,4.65E-06,4.44E-06,4.45E-06,5.12E-06,8.78E-06,4.94E-06,4.05E-06,3.53E-06,3.37E-06,6.12E-06,7.65E-06,4.01E-06,4.83E-06,1.20E-05,3.23E-06,3.93E-06
b1656,7.02E-05,0.00037439,9.56E-05,7.11E-05,7.96E-05,0.000117262,7.63E-05,6.97E-05,7.63E-05,9.47E-05,7.39E-05,5.60E-05,5.37E-05,7.91E-05,4.62E-05,9.70E-05,7.39E-05
b3089,9.58E-07,2.00E-06,2.23E-06,2.10E-06,1.57E-06,2.33E-06,1.55E-06,1.48E-06,6.33E-06,4.70E-06,4.67E-06,4.79E-06,2.95E-06,1.17E-06,1.73E-06,2.39E-06,2.88E-06
b0729,0.000114995,0.000315731,0.000346329,0.000420302,0.000246801,0.000261596,0.000211496,0.000323128,0.000256889,0.000217548,0.000171819,0.000148282,0.000190985,0.000239068,0.00013685,0.000270002,0.000199055
b4031,1.42E-08,2.84E-08,9.90E-09,9.88E-09,1.24E-08,1.14E-08,1.66E-10,1.47E-08,7.66E-09,1.51E-10,2.54E-09,5.30E-09,5.84E-07,1.32E-08,1.50E-09,1.42E-09,1.92E-10
b0417,1.70E-06,2.85E-06,2.58E-06,1.29E-06,1.03E-06,1.30E-06,1.36E-06,1.36E-06,9.96E-07,8.91E-07,8.51E-07,6.65E-07,1.33E-06,1.16E-06,1.12E-06,1.00E-06,8.68E-07
b0452,3.98E-06,4.54E-06,3.04E-06,3.16E-06,2.97E-06,2.63E-06,3.23E-06,4.07E-06,2.82E-06,2.50E-06,2.62E-06,2.66E-06,4.70E-06,3.57E-06,3.13E-06,3.01E-06,4.10E-06
b3750,1.04E-07,4.22E-07,3.17E-07,3.56E-07,4.85E-07,3.95E-07,3.77E-07,8.89E-07,7.36E-07,1.03E-06,1.14E-06,1.36E-06,2.11E-07,7.30E-07,6.94E-07,6.08E-07,6.08E-07
b1637,3.79E-05,5.58E-05,4.78E-05,1.86E-05,2.09E-05,2.97E-05,2.67E-05,2.21E-05,2.67E-05,1.98E-05,1.84E-05,1.52E-05,3.66E-05,2.49E-05,2.03E-05,2.42E-05,3.62E-05
b4111,4.45E-06,6.81E-06,2.10E-06,8.89E-07,1.24E-06,2.12E-06,1.53E-06,7.68E-07,2.15E-06,1.40E-06,1.24E-06,1.06E-06,4.95E-06,2.15E-06,1.73E-06,1.90E-06,3.74E-06
b2328,1.14E-07,1.32E-07,9.47E-08,2.38E-08,3.06E-08,5.85E-08,2.54E-08,3.32E-08,3.46E-08,2.16E-08,2.31E-08,1.52E-08,9.57E-08,2.86E-08,5.61E-09,3.17E-08,2.23E-08
b1397,2.91E-07,5.87E-07,5.14E-07,2.17E-07,2.05E-07,1.82E-07,2.06E-07,1.59E-07,1.37E-07,1.06E-07,1.12E-07,8.36E-08,1.49E-07,7.32E-08,9.71E-08,8.86E-08,1.66E-07
