Gene_ID,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9,prot.10,prot.11,prot.12,prot.13,prot.14,prot.15,prot.16,prot.17
b1479,8.77E-06,2.23E-05,1.48E-05,1.02E-05,9.69E-06,7.71E-06,7.98E-06,7.97E-06,8.85E-06,6.13E-06,4.81E-06,3.96E-06,7.40E-06,7.33E-06,4.72E-06,8.62E-06,8.49E-06
b3622,1.38E-07,2.84E-08,3.76E-07,3.42E-08,1.30E-07,2.14E-07,7.20E-08,4.93E-08,2.48E-07,1.95E-08,6.17E-08,5.42E-08,1.97E-09,1.85E-07,1.42E-07,7.92E-08,1.37E-07
b4390,2.60E-07,2.56E-07,1.76E-07,1.46E-07,2.28E-07,3.23E-07,2.92E-07,2.73E-07,3.87E-07,3.32E-07,3.43E-07,3.62E-07,2.66E-07,2.71E-07,3.57E-07,2.35E-07,3.04E-07
b2935,6.45E-05,0.000124882,8.76E-05,4.42E-05,6.08E-05,5.34E-05,5.63E-05,6.10E-05,5.63E-05,4.68E-05,3.26E-05,2.51E-05,6.56E-05,5.29E-05,2.70E-05,6.18E-05,6.10E-05
b3962,7.38E-06,4.48E-05,4.83E-05,2.17E-05,3.03E-05,2.17E-05,1.69E-05,1.87E-05,3.40E-05,2.58E-05,2.06E-05,1.93E-05,1.28E-05,2.14E-05,1.96E-05,3.32E-05,1.17E-05
b4069,1.65E-05,3.90E-05,6.75E-05,0.000109399,0.000198528,0.000130362,6.58E-05,9.11E-05,0.000121477,0.000241565,0.000240177,0.000244342,3.30E-05,0.000167985,0.00016382,0.000152714,4.14E-05
b3786,1.93E-06,3.44E-06,1.90E-06,6.09E-07,8.91E-07,1.06E-06,9.29E-07,8.82E-07,8.53E-07,5.43E-07,3.44E-07,2.61E-07,1.18E-06,8.08E-07,4.76E-07,8.58E-07,1.13E-06
b3787,1.84E-06,5.59E-06,3.73E-06,6.57E-07,9.59E-07,1.03E-06,1.14E-06,1.00E-06,9.61E-07,6.90E-07,5.33E-07,2.51E-07,1.42E-06,7.42E-07,3.95E-07,1.14E-06,1.38E-06
b3788,6.85E-07,2.37E-06,1.55E-06,2.43E-07,3.15E-07,3.58E-07,4.81E-07,3.60E-07,2.42E-07,2.16E-07,8.51E-08,6.80E-08,3.95E-07,1.95E-07,8.51E-08,3.63E-07,4.05E-07
b3791,1.30E-06,2.51E-06,1.81E-06,6.67E-07,9.77E-07,1.09E-06,9.65E-07,1.11E-06,7.29E-07,6.07E-07,4.25E-07,4.59E-07,9.17E-07,7.65E-07,7.67E-07,8.79E-07,1.04E-06
b3807,3.29E-06,2.96E-06,2.01E-06,1.70E-06,1.53E-06,1.74E-06,1.59E-06,1.72E-06,1.71E-06,1.22E-06,7.37E-07,8.36E-07,1.28E-06,1.87E-06,7.49E-07,1.34E-06,2.38E-06
b3826,1.42E-05,1.95E-05,1.25E-05,8.32E-06,9.13E-06,1.19E-05,1.02E-05,9.47E-06,1.07E-05,7.99E-06,7.25E-06,6.54E-06,9.37E-06,1.24E-05,7.48E-06,1.04E-05,1.14E-05
b2065,8.53E-06,1.07E-05,9.00E-06,9.38E-06,1.15E-05,1.03E-05,8.44E-06,8.86E-06,7.45E-06,7.96E-06,7.35E-06,5.37E-06,1.01E-05,9.43E-06,7.82E-06,8.44E-06,8.01E-06
b1096,4.65E-07,1.85E-07,0,4.31E-07,2.38E-07,5.96E-07,2.15E-07,5.42E-07,6.10E-07,7.92E-07,8.39E-07,6.60E-07,0,0,3.01E-07,3.03E-07,0
b3924,3.06E-06,3.22E-06,2.68E-06,2.22E-06,2.28E-06,3.68E-06,2.14E-06,2.45E-06,1.73E-06,1.78E-06,1.55E-06,1.27E-06,2.32E-06,2.53E-06,1.92E-06,1.77E-06,2.06E-06
b4238,5.00E-07,8.70E-07,4.89E-07,5.23E-07,6.15E-07,4.52E-07,7.90E-07,4.35E-07,1.06E-06,1.05E-06,8.03E-07,6.88E-07,4.28E-07,5.67E-07,4.50E-07,3.58E-07,3.19E-07
b0887,9.99E-07,1.51E-06,7.92E-07,5.54E-07,5.34E-07,8.15E-07,8.62E-07,1.18E-06,1.38E-06,1.10E-06,7.48E-07,7.69E-07,6.52E-07,7.32E-07,3.18E-07,6.37E-07,1.31E-06
b0109,1.05E-05,9.44E-06,9.90E-06,6.72E-06,8.13E-06,8.04E-06,9.32E-06,9.90E-06,7.15E-06,6.63E-06,5.16E-06,4.83E-06,1.33E-05,1.01E-05,8.43E-06,9.29E-06,1.09E-05
b0073,7.63E-05,9.85E-06,1.25E-05,0.000120332,7.40E-05,7.09E-05,8.36E-05,4.97E-05,9.07E-05,0.000102599,0.000104626,0.000114759,0.000114759,7.12E-05,0.000127426,7.32E-05,8.33E-05
b0508,9.34E-08,3.58E-09,0,2.23E-09,4.74E-09,5.42E-08,2.08E-09,2.40E-09,8.96E-09,2.62E-08,7.70E-08,2.50E-08,0,0,6.37E-10,9.68E-10,0
b0784,1.93E-05,2.06E-05,1.48E-05,9.67E-06,9.66E-06,1.42E-05,1.19E-05,1.49E-05,8.55E-06,3.94E-06,3.41E-06,4.38E-06,2.39E-05,1.53E-05,1.31E-05,1.37E-05,1.91E-05
b0785,7.61E-06,8.08E-06,6.19E-06,4.47E-06,3.91E-06,5.00E-06,5.11E-06,4.98E-06,3.50E-06,2.05E-06,1.79E-06,1.63E-06,6.37E-06,5.53E-06,3.65E-06,3.40E-06,4.94E-06
b0199,1.81E-05,1.12E-05,1.25E-05,9.14E-06,1.43E-05,1.61E-05,1.80E-05,1.74E-05,2.20E-05,1.45E-05,1.50E-05,1.49E-05,1.79E-05,1.46E-05,1.33E-05,1.27E-05,2.23E-05
b0134,4.29E-05,3.52E-05,4.50E-05,4.40E-05,4.18E-05,3.69E-05,3.72E-05,3.46E-05,4.08E-05,3.83E-05,3.38E-05,3.44E-05,3.79E-05,3.38E-05,2.47E-05,3.01E-05,3.69E-05
b1250,9.06E-07,1.28E-06,1.72E-06,6.08E-07,6.19E-07,7.41E-07,7.91E-07,5.02E-07,6.28E-07,6.00E-07,3.87E-07,2.43E-07,1.99E-06,1.10E-06,7.85E-07,1.13E-06,1.20E-06
b2836,1.05E-07,2.05E-07,1.64E-07,1.01E-07,1.24E-07,1.31E-07,1.16E-07,1.13E-07,1.71E-07,2.11E-07,1.93E-07,1.49E-07,1.35E-07,8.09E-08,4.23E-08,8.93E-08,1.38E-07
b3176,1.81E-05,4.30E-05,3.10E-05,1.21E-05,1.67E-05,2.06E-05,1.83E-05,1.85E-05,2.40E-05,2.08E-05,1.98E-05,1.88E-05,2.19E-05,1.99E-05,1.55E-05,1.58E-05,2.38E-05
b0854,5.03E-05,1.98E-05,3.46E-05,4.31E-05,5.93E-05,4.98E-05,7.23E-05,6.77E-05,4.73E-05,4.58E-05,4.68E-05,4.90E-05,4.14E-05,4.76E-05,5.78E-05,5.27E-05,5.44E-05
b0855,7.23E-07,2.06E-08,3.56E-07,6.23E-07,9.72E-07,9.24E-07,1.26E-06,1.38E-06,9.93E-07,8.93E-07,8.05E-07,8.74E-07,8.57E-07,1.04E-06,7.59E-07,1.24E-06,1.51E-06
b2521,1.36E-05,3.67E-05,2.30E-05,2.10E-05,2.56E-05,2.31E-05,1.90E-05,2.68E-05,1.78E-05,1.78E-05,1.95E-05,2.16E-05,1.68E-05,2.50E-05,2.25E-05,2.24E-05,1.64E-05
b0462,4.69E-06,1.07E-05,6.28E-06,3.52E-06,4.03E-06,5.76E-06,5.05E-06,5.14E-06,6.50E-06,5.48E-06,5.05E-06,4.92E-06,5.46E-06,4.00E-06,2.86E-06,4.15E-06,6.69E-06
b3714,1.52E-06,7.18E-07,9.93E-07,1.09E-06,1.28E-06,1.39E-06,1.28E-06,2.01E-06,1.94E-06,1.71E-06,1.17E-06,1.31E-06,7.60E-07,1.02E-06,5.34E-07,9.31E-07,1.54E-06
b0198,9.99E-06,5.81E-06,3.27E-06,3.79E-06,5.00E-06,5.73E-06,6.03E-06,7.88E-06,8.87E-06,7.36E-06,6.76E-06,8.27E-06,9.04E-06,5.34E-06,2.39E-06,4.39E-06,7.62E-06
b0068,3.07E-07,1.36E-06,7.20E-07,3.16E-07,2.93E-07,3.65E-07,4.51E-07,5.45E-07,3.10E-07,1.31E-07,9.80E-08,9.38E-08,2.88E-07,3.43E-07,1.93E-07,4.51E-07,3.74E-07
b0036,9.87E-07,1.89E-07,0,1.96E-07,2.67E-07,1.78E-07,1.95E-07,1.59E-07,4.69E-07,5.93E-07,5.90E-07,1.78E-07,0,0,1.53E-07,3.66E-07,0
b0333,7.80E-06,4.62E-06,2.58E-06,2.60E-06,1.08E-05,6.90E-06,4.99E-06,3.30E-06,4.13E-06,1.64E-05,1.81E-05,1.32E-05,7.48E-06,5.48E-06,1.73E-05,4.58E-06,6.22E-06
b0133,2.14E-05,2.39E-05,2.27E-05,1.81E-05,1.97E-05,1.95E-05,2.26E-05,2.36E-05,1.84E-05,1.55E-05,1.50E-05,1.36E-05,2.21E-05,1.66E-05,1.71E-05,1.73E-05,2.19E-05
b1896,3.30E-06,3.86E-06,2.80E-06,4.14E-06,4.44E-06,4.11E-06,3.38E-06,2.52E-06,4.09E-06,4.26E-06,4.89E-06,5.66E-06,1.71E-06,4.00E-06,3.12E-06,2.13E-06,3.12E-06
b1897,2.29E-06,2.56E-06,2.46E-06,1.81E-06,1.49E-06,1.57E-06,1.44E-06,1.08E-06,1.23E-06,1.15E-06,1.21E-06,1.11E-06,1.38E-06,1.57E-06,1.91E-06,1.42E-06,1.36E-06
b2284,6.54E-06,3.45E-05,2.66E-05,8.47E-06,1.31E-05,1.33E-05,1.43E-05,1.08E-05,1.56E-05,1.55E-05,1.65E-05,1.40E-05,7.68E-06,1.27E-05,9.73E-06,1.34E-05,1.31E-05
b4386,1.03E-06,2.47E-06,2.16E-06,7.76E-07,1.09E-06,1.53E-06,1.23E-06,1.25E-06,1.09E-06,9.24E-07,6.57E-07,5.20E-07,1.53E-06,1.10E-06,1.08E-06,1.35E-06,1.27E-06
b3867,1.28E-06,2.30E-06,1.38E-06,9.06E-07,1.17E-06,1.21E-06,1.25E-06,1.26E-06,9.15E-07,8.96E-07,7.19E-07,6.89E-07,1.20E-06,1.35E-06,1.16E-06,1.23E-06,1.55E-06
b3857,3.72E-07,3.16E-07,3.84E-07,2.32E-07,2.56E-07,3.17E-07,3.82E-07,3.63E-07,2.68E-07,2.15E-07,1.80E-07,1.77E-07,2.97E-07,2.43E-07,2.30E-07,2.16E-07,2.58E-07
b3894,2.17E-07,3.38E-05,4.22E-07,2.43E-07,2.42E-07,2.17E-07,1.40E-07,2.76E-07,2.32E-07,2.49E-07,1.88E-07,1.80E-07,2.51E-07,2.43E-07,1.73E-07,2.22E-07,3.25E-07
b3385,1.22E-05,1.46E-05,1.46E-05,6.87E-06,9.43E-06,8.66E-06,9.61E-06,8.59E-06,7.79E-06,6.11E-06,5.23E-06,3.98E-06,9.47E-06,7.79E-06,5.08E-06,7.24E-06,7.64E-06
b3996,2.43E-06,2.21E-06,2.44E-06,1.27E-06,1.69E-06,1.73E-06,1.81E-06,1.29E-06,1.37E-06,1.18E-06,9.61E-07,7.59E-07,2.17E-06,1.54E-06,1.70E-06,1.42E-06,1.97E-06
b4067,6.71E-07,1.88E-06,3.75E-06,5.58E-06,1.69E-05,6.27E-06,4.11E-06,4.46E-06,1.04E-05,2.33E-05,2.76E-05,3.18E-05,9.45E-07,1.14E-05,1.13E-05,1.05E-05,1.46E-06
b2154,2.15E-06,1.50E-06,2.41E-06,2.48E-06,2.61E-06,2.79E-06,2.78E-06,2.26E-06,3.91E-06,3.20E-06,2.38E-06,1.98E-06,2.14E-06,2.99E-06,2.30E-06,2.82E-06,2.56E-06
b2903,5.60E-06,1.77E-05,1.49E-05,3.51E-06,5.32E-06,5.03E-06,5.93E-06,3.59E-06,7.41E-06,3.92E-06,3.81E-06,3.26E-06,5.54E-06,6.16E-06,3.67E-06,6.87E-06,8.30E-06
b1849,3.94E-05,6.02E-06,2.14E-05,1.22E-05,2.09E-05,2.81E-05,2.36E-05,3.92E-05,2.35E-05,1.53E-05,1.24E-05,8.92E-06,2.50E-05,2.36E-05,2.08E-05,2.06E-05,2.27E-05
b3605,2.46E-06,1.71E-05,4.76E-06,5.04E-06,5.27E-06,4.87E-06,4.52E-06,3.63E-06,6.14E-06,5.60E-06,5.13E-06,6.19E-06,4.43E-06,5.44E-06,6.65E-06,6.00E-06,4.33E-06
b2286,1.55E-05,5.35E-05,4.34E-05,1.48E-05,2.20E-05,2.57E-05,2.71E-05,1.77E-05,2.89E-05,2.63E-05,2.49E-05,2.10E-05,1.66E-05,2.33E-05,1.51E-05,2.02E-05,2.51E-05
b2283,1.55E-05,6.28E-05,3.77E-05,1.45E-05,2.31E-05,2.33E-05,2.43E-05,2.22E-05,2.50E-05,2.49E-05,2.12E-05,2.04E-05,1.36E-05,2.44E-05,1.51E-05,2.37E-05,2.45E-05
b2278,3.09E-08,1.60E-07,8.66E-08,5.54E-08,5.32E-08,3.77E-08,4.05E-08,3.59E-08,1.55E-07,7.29E-08,8.36E-08,6.33E-08,1.33E-10,2.03E-08,6.37E-09,8.24E-09,5.53E-08
b3409,1.41E-07,2.07E-07,3.85E-08,1.11E-07,2.32E-07,5.33E-07,3.40E-07,2.62E-07,2.82E-07,1.69E-07,9.67E-08,6.60E-08,4.40E-07,3.28E-07,8.21E-08,3.28E-07,5.07E-07
b2206,1.16E-08,1.44E-07,0,8.02E-10,1.51E-08,2.27E-08,4.16E-08,2.65E-07,7.72E-09,4.30E-08,7.73E-08,2.16E-08,0,0,6.51E-09,4.50E-08,0
b2435,1.27E-06,1.77E-06,1.50E-06,2.83E-07,9.43E-07,6.88E-07,1.33E-06,1.24E-06,1.06E-06,1.12E-06,7.08E-07,7.65E-07,1.31E-06,1.35E-06,6.12E-07,1.19E-06,1.75E-06
b2436,1.93E-06,7.32E-07,0,5.57E-07,8.95E-07,8.14E-07,5.66E-07,7.47E-07,7.09E-07,8.11E-07,2.68E-07,2.65E-07,0,0,3.41E-07,4.73E-07,0
b0123,1.72E-05,7.03E-06,1.76E-05,1.08E-05,1.68E-05,8.65E-06,1.65E-05,1.29E-05,1.20E-05,1.04E-05,8.57E-06,7.08E-06,1.02E-05,1.34E-05,1.21E-05,1.33E-05,1.09E-05
b4240,2.45E-07,4.86E-06,8.88E-07,2.39E-07,3.80E-07,3.19E-07,3.64E-07,3.92E-07,4.68E-07,7.09E-07,1.32E-06,1.46E-06,2.14E-07,3.57E-07,6.29E-07,4.15E-07,3.59E-07
b0118,0.00012631,0.000276169,0.000291155,0.00037893,0.000323268,0.000228,0.000178761,0.000271888,0.000261183,0.000336113,0.000272958,0.000229071,0.000111324,0.000274028,0.000214085,0.000324338,0.000145578
b0158,3.51E-07,4.13E-07,0,1.06E-07,2.11E-07,2.71E-07,3.51E-07,1.80E-07,1.62E-07,7.50E-09,2.97E-08,8.05E-08,0,0,1.14E-07,1.52E-07,0
b1232,3.82E-05,2.15E-05,2.28E-05,1.89E-05,2.24E-05,2.57E-05,2.25E-05,1.68E-05,2.95E-05,2.00E-05,1.59E-05,1.25E-05,3.64E-05,2.30E-05,1.56E-05,2.78E-05,3.89E-05
b2523,5.25E-05,6.46E-05,7.98E-05,4.44E-05,5.18E-05,5.35E-05,5.74E-05,4.51E-05,6.44E-05,4.99E-05,4.44E-05,4.49E-05,5.27E-05,6.78E-05,4.27E-05,5.55E-05,5.64E-05
b2467,4.13E-05,8.61E-05,5.94E-05,1.74E-05,3.11E-05,3.03E-05,3.56E-05,2.61E-05,2.83E-05,2.10E-05,1.61E-05,1.56E-05,3.98E-05,2.92E-05,2.01E-05,2.94E-05,4.16E-05
b2093,0.000106891,0.000501114,0.00049425,0.000641348,0.000402068,0.000338326,0.000292235,0.00022457,0.000695284,0.001098333,0.000761969,0.000573683,0.000172595,0.000247125,0.000322635,0.000426585,0.000201034
b3540,5.12E-06,3.89E-06,2.66E-05,6.90E-06,1.24E-05,7.65E-06,9.54E-06,1.06E-05,9.44E-06,9.25E-06,7.52E-06,7.22E-06,8.32E-06,9.01E-06,6.69E-06,1.22E-05,9.14E-06
b0763,1.26E-05,1.76E-05,2.04E-05,1.00E-05,1.71E-05,1.18E-05,1.65E-05,1.34E-05,2.21E-05,0.00015112,0.000152949,0.000133922,1.03E-05,1.39E-05,1.35E-05,1.32E-05,1.40E-05
b2976,4.69E-06,1.05E-05,1.09E-05,3.94E-05,1.64E-05,1.78E-05,1.27E-05,4.80E-06,1.39E-05,2.59E-05,2.90E-05,2.26E-05,7.24E-06,1.94E-05,2.13E-05,1.49E-05,7.36E-06
b1198,5.66E-06,5.88E-06,1.11E-05,1.15E-06,1.32E-06,3.81E-06,7.43E-06,2.16E-06,2.61E-06,1.55E-06,1.32E-06,1.10E-06,6.46E-06,2.30E-06,1.90E-06,1.24E-06,3.87E-06
b4090,5.73E-07,1.23E-06,1.13E-06,3.40E-07,6.54E-07,1.06E-06,6.61E-07,5.32E-07,8.04E-07,6.23E-07,5.65E-07,4.59E-07,3.11E-07,1.18E-06,5.09E-07,4.70E-07,2.35E-07
b0828,1.11E-06,8.00E-07,1.49E-06,1.32E-06,1.17E-06,9.41E-07,1.07E-06,1.24E-06,1.11E-06,9.56E-07,7.38E-07,8.27E-07,1.34E-06,7.26E-07,9.65E-07,1.09E-06,1.11E-06
b0368,3.18E-08,1.04E-08,0,1.19E-08,4.70E-09,3.92E-08,3.98E-09,3.31E-08,7.51E-09,1.03E-08,9.89E-11,9.36E-10,0,0,7.04E-09,1.21E-08,0
b3469,1.93E-07,1.28E-06,4.61E-07,7.39E-08,6.79E-08,2.36E-07,1.07E-07,1.62E-07,3.62E-07,1.71E-07,1.89E-07,1.47E-07,1.98E-07,1.60E-07,8.10E-08,4.94E-08,2.45E-07
b3526,9.08E-06,1.61E-05,1.56E-05,9.11E-06,9.20E-06,8.52E-06,7.96E-06,8.43E-06,7.63E-06,5.84E-06,4.51E-06,3.39E-06,9.61E-06,6.16E-06,6.22E-06,4.66E-06,7.49E-06
b3553,2.97E-05,2.14E-05,2.57E-05,1.41E-05,1.59E-05,2.01E-05,1.92E-05,2.32E-05,2.06E-05,1.31E-05,1.06E-05,6.51E-06,3.31E-05,2.53E-05,1.74E-05,1.89E-05,2.78E-05
b3588,9.78E-06,1.21E-05,1.19E-05,2.84E-05,3.95E-05,1.90E-05,1.75E-05,2.26E-05,2.33E-05,5.17E-05,7.82E-05,0.000118573,9.87E-06,2.35E-05,4.87E-05,1.96E-05,7.56E-06
b3612,4.42E-05,3.42E-05,4.10E-05,7.64E-06,1.20E-05,3.33E-05,2.74E-05,9.85E-06,2.83E-05,1.33E-05,1.10E-05,9.23E-06,4.10E-05,1.80E-05,1.57E-05,1.07E-05,6.06E-05
b2039,1.05E-05,2.51E-05,2.00E-05,6.74E-06,8.02E-06,9.95E-06,1.04E-05,6.34E-06,7.93E-06,6.92E-06,5.48E-06,3.92E-06,1.17E-05,7.17E-06,4.38E-06,7.66E-06,8.67E-06
b2038,4.19E-06,1.05E-05,7.77E-06,3.04E-06,4.28E-06,3.28E-06,3.68E-06,2.87E-06,3.06E-06,2.74E-06,2.31E-06,1.96E-06,4.35E-06,3.88E-06,3.09E-06,4.29E-06,4.76E-06
b2036,1.39E-05,2.63E-05,2.13E-05,1.01E-05,1.09E-05,1.03E-05,1.08E-05,8.74E-06,1.08E-05,8.83E-06,6.03E-06,4.99E-06,1.23E-05,9.60E-06,4.94E-06,9.51E-06,1.12E-05
b4233,5.86E-06,1.17E-05,8.47E-06,3.53E-06,3.67E-06,4.13E-06,4.72E-06,4.50E-06,4.23E-06,3.09E-06,3.31E-06,2.75E-06,5.54E-06,4.11E-06,3.19E-06,4.25E-06,4.11E-06
b2764,5.51E-05,1.22E-05,3.43E-05,2.61E-05,3.29E-05,3.46E-05,4.29E-05,3.11E-05,3.32E-05,2.17E-05,1.51E-05,1.25E-05,4.12E-05,3.37E-05,2.34E-05,3.43E-05,6.16E-05
b2265,4.19E-08,1.19E-07,5.91E-08,5.13E-08,5.01E-08,6.32E-08,2.89E-08,4.78E-08,4.25E-08,3.47E-08,4.06E-08,2.94E-08,4.58E-08,3.06E-08,4.08E-08,4.50E-08,3.51E-08
b0575,5.92E-06,3.39E-06,2.78E-06,6.17E-06,7.10E-06,2.50E-06,7.50E-06,4.61E-06,5.59E-06,5.10E-06,3.48E-06,2.63E-06,5.17E-06,7.76E-06,4.14E-06,7.33E-06,1.28E-05
b0578,2.50E-05,3.38E-05,3.55E-05,1.19E-05,1.52E-05,2.01E-05,1.91E-05,1.65E-05,1.54E-05,1.39E-05,1.03E-05,6.66E-06,1.82E-05,1.47E-05,9.34E-06,1.31E-05,1.64E-05
b1857,7.20E-06,9.40E-06,4.48E-06,1.58E-06,3.82E-06,1.74E-06,3.62E-06,2.20E-06,1.51E-06,1.58E-06,1.04E-06,8.60E-07,2.80E-06,2.31E-06,2.06E-06,4.18E-06,4.03E-06
b4161,6.21E-06,6.51E-06,6.26E-06,3.27E-06,4.80E-06,4.98E-06,5.44E-06,5.16E-06,4.11E-06,3.37E-06,2.81E-06,3.12E-06,5.29E-06,4.34E-06,3.58E-06,4.04E-06,4.67E-06
b4367,8.81E-09,1.80E-08,1.20E-08,1.07E-08,3.72E-08,4.49E-08,1.04E-07,2.99E-08,4.99E-08,6.95E-09,1.18E-08,1.62E-08,7.31E-07,1.49E-07,1.40E-07,2.41E-07,2.20E-07
b4394,6.87E-06,7.37E-06,0,3.90E-06,5.43E-06,6.71E-06,4.75E-06,3.41E-06,4.61E-06,3.82E-06,2.61E-06,2.28E-06,0,0,3.56E-06,4.72E-06,0
b2675,2.39E-07,1.33E-07,2.89E-07,1.36E-07,1.57E-07,1.90E-07,1.98E-07,2.33E-07,4.09E-07,1.79E-07,1.20E-07,6.60E-08,6.72E-07,1.68E-07,3.01E-07,1.42E-07,2.14E-07
b1539,3.14E-05,3.48E-05,3.78E-05,3.20E-05,3.47E-05,4.08E-05,3.93E-05,3.38E-05,3.23E-05,2.76E-05,2.79E-05,2.07E-05,3.41E-05,3.35E-05,2.92E-05,4.19E-05,3.65E-05
b2418,8.57E-07,3.70E-06,3.80E-06,2.45E-06,1.56E-06,2.52E-06,2.40E-06,2.01E-06,3.89E-06,3.03E-06,2.37E-06,1.68E-06,2.86E-06,1.32E-06,1.38E-06,1.41E-06,1.34E-06
b1059,1.35E-05,8.35E-06,8.76E-06,5.68E-06,7.51E-06,7.64E-06,8.86E-06,8.84E-06,6.76E-06,6.05E-06,5.02E-06,4.43E-06,8.49E-06,8.22E-06,6.00E-06,8.03E-06,9.23E-06
b2701,5.45E-07,3.61E-07,4.48E-07,2.40E-07,2.39E-07,5.17E-07,3.85E-07,4.45E-07,2.40E-07,2.25E-07,1.24E-07,1.45E-07,3.71E-07,2.21E-07,3.68E-07,4.30E-07,2.12E-07
b0651,2.38E-06,1.98E-05,9.68E-06,3.61E-06,5.09E-06,4.82E-06,4.44E-06,3.73E-06,5.45E-06,3.79E-06,2.68E-06,2.43E-06,2.08E-06,4.56E-06,2.39E-06,5.12E-06,3.97E-06
b3073,5.68E-07,5.36E-07,1.81E-06,5.83E-07,7.60E-07,5.66E-07,9.31E-07,3.81E-07,6.31E-07,5.08E-07,3.75E-07,2.64E-07,7.12E-07,4.98E-07,4.23E-07,4.60E-07,5.66E-07
b3114,5.07E-07,1.02E-07,0,3.09E-10,1.09E-08,7.73E-08,1.78E-08,6.00E-10,1.21E-07,8.05E-09,4.96E-09,3.97E-10,0,0,2.36E-07,1.78E-08,0
b3197,1.39E-06,2.64E-06,2.19E-06,1.07E-06,1.25E-06,1.08E-06,1.54E-06,1.50E-06,1.73E-06,1.29E-06,1.11E-06,8.56E-07,1.00E-06,1.04E-06,7.40E-07,9.67E-07,9.76E-07
b3222,1.11E-07,9.32E-06,1.30E-06,1.54E-07,2.56E-07,1.52E-07,2.03E-07,2.63E-07,2.82E-07,2.73E-07,2.15E-07,3.12E-07,8.44E-08,3.22E-07,1.09E-07,1.94E-07,3.99E-07
b0173,1.20E-06,2.24E-06,0,5.42E-07,7.66E-07,8.19E-07,9.67E-07,1.20E-06,7.91E-07,8.24E-07,6.00E-06,2.56E-07,0,0,2.88E-07,9.02E-07,0
b2251,3.46E-07,1.37E-06,0,1.36E-07,1.29E-06,2.70E-07,6.49E-08,2.12E-08,2.95E-07,5.42E-08,1.73E-06,2.45E-08,0,0,7.89E-08,1.78E-07,0
b2954,1.12E-05,1.77E-05,1.41E-05,5.33E-06,6.76E-06,7.85E-06,7.81E-06,7.57E-06,6.43E-06,4.86E-06,4.25E-06,3.39E-06,6.24E-06,8.00E-06,4.56E-06,7.38E-06,7.76E-06
b4468,1.42E-10,5.01E-08,1.93E-10,3.76E-07,1.17E-08,1.15E-09,1.31E-10,1.24E-10,1.35E-10,1.19E-10,1.02E-10,9.21E-11,1.39E-10,1.32E-10,1.09E-10,1.29E-10,1.47E-10
b4467,4.42E-09,4.86E-08,6.72E-09,5.30E-07,1.06E-07,7.03E-08,5.81E-08,1.28E-10,2.66E-08,1.42E-07,1.38E-07,2.09E-07,1.04E-10,1.60E-08,2.53E-08,3.04E-08,5.84E-09
b0186,9.55E-08,1.59E-07,7.94E-08,1.60E-07,1.85E-07,1.95E-07,1.11E-07,1.10E-07,1.95E-07,2.26E-07,2.81E-07,3.46E-07,8.23E-08,1.23E-07,1.34E-07,1.32E-07,8.49E-08
b2703,3.93E-09,3.06E-06,5.92E-08,1.87E-08,6.94E-09,3.00E-08,1.88E-10,9.67E-09,1.93E-10,1.68E-10,4.02E-09,1.33E-10,1.99E-10,4.99E-09,1.59E-10,1.85E-10,2.11E-10
b0174,5.21E-07,1.97E-06,0,1.75E-07,9.15E-08,4.40E-07,4.33E-07,1.83E-07,2.03E-07,3.52E-07,4.86E-07,7.15E-08,0,0,7.57E-08,3.73E-07,0
b0104,1.90E-05,2.02E-05,1.10E-05,1.08E-05,1.94E-05,1.71E-05,1.91E-05,2.02E-05,1.98E-05,9.59E-06,5.78E-06,4.18E-06,1.85E-05,1.49E-05,1.21E-05,1.92E-05,1.93E-05
b2023,2.62E-05,1.25E-05,3.19E-05,7.35E-06,1.23E-05,1.46E-05,2.04E-05,1.47E-05,1.37E-05,1.12E-05,1.17E-05,7.26E-06,1.59E-05,1.65E-05,1.31E-05,1.42E-05,1.74E-05
b2937,2.13E-05,4.03E-05,9.58E-05,1.49E-05,1.85E-05,1.50E-05,3.67E-05,1.52E-05,1.56E-05,1.26E-05,1.32E-05,1.61E-05,1.29E-05,1.29E-05,1.37E-05,1.32E-05,1.55E-05
b2025,1.71E-05,3.00E-06,2.35E-05,4.64E-06,7.57E-06,9.85E-06,1.39E-05,9.92E-06,7.57E-06,6.16E-06,6.62E-06,4.29E-06,1.09E-05,1.09E-05,9.22E-06,9.25E-06,1.25E-05
b0628,7.27E-06,4.47E-05,2.37E-05,7.55E-06,1.20E-05,1.10E-05,9.10E-06,1.43E-05,7.80E-06,8.27E-06,6.30E-06,5.72E-06,9.96E-06,8.99E-06,7.19E-06,1.38E-05,1.39E-05
b0630,3.65E-08,3.08E-07,5.12E-07,1.99E-07,1.11E-07,4.99E-08,1.71E-07,9.69E-08,2.10E-08,2.70E-08,7.42E-08,1.44E-08,2.17E-07,1.95E-07,1.14E-07,1.54E-07,1.78E-07
b0914,2.52E-06,7.11E-06,3.37E-06,1.36E-06,1.51E-06,2.62E-06,1.94E-06,1.94E-06,2.52E-06,2.52E-06,2.28E-06,2.11E-06,2.33E-06,2.14E-06,1.13E-06,1.66E-06,2.84E-06
