NAME,ENTRY,Gene_name,Protein_name_x,half_life_x,Protein_name_y,half_life_y,half_life_all_x,half_life_all_y,kdeg
YPL120W,Q02948,YPL120W,,,Q02948,9.188935,9.188935,9.188935,0.075432809
YPL132W,P19516,YPL132W,P19516,,P19516,8.850448,8.850448,8.850448,0.078317751
YPL134C,Q03028,YPL134C,,,Q03028,9.456959,9.456959,9.456959,0.073294933
YPL135W,Q03020,YPL135W,Q03020,0.4666117,Q03020,0.8133314,0.4666117,0.8133314,0.852232166
YPL160W,P26637,YPL160W,P26637,1.756221843,P26637,10.68692,1.756221843,10.68692,0.064859396
YPL188W,Q06892,YPL188W,Q06892,1.835084342,Q06892,9.439025,1.835084342,9.439025,0.073434193
YPL206C,Q08959,YPL206C,Q08959,3.201712125,Q08959,8.763583,3.201712125,8.763583,0.07909404
YPL212C,Q12211,YPL212C,Q12211,1.381906884,Q12211,9.219709,1.381906884,9.219709,0.075181026
YPL227C,P40350,YPL227C,P40350,2.603722278,P40350,10.44439,2.603722278,10.44439,0.066365502
YPL231W,P19097,YPL231W,P19097,2.385399334,P19097,11.81842,2.385399334,11.81842,0.058649733
YPL234C,P32842,YPL234C,P32842,4.177298407,,,4.177298407,4.177298407,0.165931928
YPL252C,Q12184,YPL252C,,,Q12184,11.13584,11.13584,11.13584,0.062244714
YPL262W,P08417,YPL262W,P08417,2.925628231,P08417,9.355962,2.925628231,9.355962,0.074086147
YPL265W,P53388,YPL265W,P53388,2.004861283,P53388,2.61232,2.004861283,2.61232,0.265337777
YPL271W,P21306,YPL271W,P21306,2.702440036,P21306,6.232045,2.702440036,6.232045,0.111223071
YPL274W,Q08986,YPL274W,Q08986,1.074531538,Q08986,3.913453,1.074531538,3.913453,0.177119076
YPR001W,P43635,YPR001W,,,P43635,11.72459,11.72459,11.72459,0.059119098
YPR011C,Q12251,YPR011C,,,Q12251,4.161197,4.161197,4.161197,0.166573988
YPR020W,Q12233,YPR020W,Q12233,2.571491396,Q12233,6.89219,2.571491396,6.89219,0.100569947
YPR021C,Q12482,YPR021C,,,Q12482,6.532755,6.532755,6.532755,0.106103349
YPR026W,P48016,YPR026W,P48016,2.372792033,,,2.372792033,2.372792033,0.292123023
YPR033C,P07263,YPR033C,P07263,1.720994756,P07263,7.274239,1.720994756,7.274239,0.095287931
YPR033C,P07263,YPR033C,P07263,1.720994756,P07263-2,9.386308,1.720994756,9.386308,0.073846626
YPR035W,P32288,YPR035W,P32288,2.801961238,P32288,6.702848,2.801961238,6.702848,0.103410846
YPR036W,P41807,YPR036W,P41807,2.820188008,P41807,11.28159,2.820188008,11.28159,0.061440558
YPR047W,P08425,YPR047W,,,P08425,6.834612,6.834612,6.834612,0.101417195
YPR058W,P32331,YPR058W,P32331,1.794907451,P32331,9.390688,1.794907451,9.390688,0.073812183
YPR060C,P32178,YPR060C,P32178,1.53254545,P32178,12.64567,1.53254545,12.64567,0.054813006
YPR062W,Q12178,YPR062W,Q12178,1.024378821,Q12178,7.233177,1.024378821,7.233177,0.09582887
YPR069C,Q12074,YPR069C,Q12074,1.831190584,Q12074,12.31156,1.831190584,12.31156,0.056300516
YPR074C,P23254,YPR074C,P23254,2.00497232,P23254,13.48705,2.00497232,13.48705,0.051393535
YPR113W,P06197,YPR113W,P06197,2.624745226,P06197,8.234444,2.624745226,8.234444,0.084176561
YPR118W,Q06489,YPR118W,Q06489,1.606494159,Q06489,9.62244,1.606494159,9.62244,0.072034451
YPR127W,Q06494,YPR127W,Q06494,7.564137324,Q06494,11.7284,7.564137324,11.7284,0.059099893
YPR128C,Q06497,YPR128C,,,Q06497,7.650685,7.650685,7.650685,0.090599362
YPR139C,Q06508,YPR139C,Q06508,2.223051789,Q06508,13.11432,2.223051789,13.11432,0.052854222
YPR140W,Q06510,YPR140W,,,Q06510,5.257067,5.257067,5.257067,0.131850551
YPR145W,P49089,YPR145W,P49089,2.333218032,P49089,19.09483,2.333218032,19.09483,0.036300254
YPR156C,Q06451,YPR156C,Q06451,6.164231042,Q06451,7.093796,6.164231042,7.093796,0.097711744
YPR159W,P32486,YPR159W,P32486,1.404703388,P32486,2.775428,1.404703388,2.775428,0.249744249
YPR160W,P06738,YPR160W,P06738,14.0824825,P06738,8.084756,14.0824825,8.084756,0.085735077
YPR165W,P06780,YPR165W,P06780,2.550363941,P06780,17.83967,2.550363941,17.83967,0.03885426
YPR183W,P14020,YPR183W,P14020,2.519274927,P14020,14.71367,2.519274927,14.71367,0.047109061
YPR184W,Q06625,YPR184W,Q06625,54.15308586,,,54.15308586,54.15308586,0.012799773
YPR191W,P07257,YPR191W,P07257,3.136921987,P07257,10.50598,3.136921987,10.50598,0.065976442
