protein,region,n_species,Y_lipolytica,K_lactis,K_marxianus,S_cerevisiae
YNR001C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YNR008W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YNR012W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YNR013C,S_cerevisiae,1,0,0,0,1
YNR016C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YNR019W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YNR027W,S_cerevisiae,1,0,0,0,1
YNR030W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YNR033W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YNR041C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YNR043W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YNR050C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YNR056C,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YNR057C,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YNR058W,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YNR060W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YNR067C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YNR072W,S_cerevisiae,1,0,0,0,1
YNR073C,S_cerevisiae,1,0,0,0,1
YOL011W,S_cerevisiae,1,0,0,0,1
YOL020W,S_cerevisiae,1,0,0,0,1
YOL033W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL049W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL052C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL055C,S_cerevisiae,1,0,0,0,1
YOL058W,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YOL059W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL061W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL064C,Y_lipolytica_and_K_marxianus_and_S_cerevisiae,3,1,0,1,1
YOL065C,Y_lipolytica_and_K_marxianus_and_S_cerevisiae,3,1,0,1,1
YOL066C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL068C,S_cerevisiae,1,0,0,0,1
YOL075C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL077W-A,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL086C,S_cerevisiae,1,0,0,0,1
YOL092W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL096C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL097C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL103W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL122C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL126C,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YOL130W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL136C,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YOL140W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL143C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOL151W,S_cerevisiae,1,0,0,0,1
YOL152W,S_cerevisiae,1,0,0,0,1
YOL156W,S_cerevisiae,1,0,0,0,1
YOL157C,K_lactis_and_S_cerevisiae,2,0,1,0,1
YOL165C,S_cerevisiae,1,0,0,0,1
YOR002W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR011W,S_cerevisiae,1,0,0,0,1
YOR025W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR040W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR054C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR065W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR067C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR071C,S_cerevisiae,1,0,0,0,1
YOR074C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR081C,S_cerevisiae,1,0,0,0,1
YOR095C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR099W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR100C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR108W,S_cerevisiae,1,0,0,0,1
YOR109W,S_cerevisiae,1,0,0,0,1
YOR120W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR125C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR126C,Y_lipolytica_and_K_marxianus_and_S_cerevisiae,3,1,0,1,1
YOR128C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR130C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR136W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR142W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR143C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR149C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR155C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR161C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR163W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR168W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR171C,S_cerevisiae,1,0,0,0,1
YOR175C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR176W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR180C,S_cerevisiae,1,0,0,0,1
YOR184W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR190W,S_cerevisiae,1,0,0,0,1
YOR192C,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YOR196C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR202W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR209C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR221C,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YOR222W,S_cerevisiae,1,0,0,0,1
YOR226C,S_cerevisiae,1,0,0,0,1
YOR236W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR241W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR245C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR251C,Y_lipolytica_and_S_cerevisiae,2,1,0,0,1
YOR270C,S_cerevisiae,1,0,0,0,1
YOR273C,K_marxianus_and_S_cerevisiae,2,0,0,1,1
YOR278W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR283W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR285W,S_cerevisiae,1,0,0,0,1
YOR286W,Y_lipolytica_and_K_lactis_and_S_cerevisiae,3,1,1,0,1
YOR303W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR306C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR311C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR316C,S_cerevisiae,1,0,0,0,1
YOR317W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR321W,S_cerevisiae,1,0,0,0,1
YOR323C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR328W,Y_lipolytica_and_K_lactis_and_K_marxianus,3,1,1,1,0
YOR332W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR334W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR335C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR347C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR348C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR360C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YOR374W,S_cerevisiae,1,0,0,0,1
YOR375C,S_cerevisiae,1,0,0,0,1
YOR377W,S_cerevisiae,1,0,0,0,1
YOR381W,S_cerevisiae,1,0,0,0,1
YOR384W,K_lactis_and_S_cerevisiae,2,0,1,0,1
YOR388C,Y_lipolytica_and_S_cerevisiae,2,1,0,0,1
YOR391C,S_cerevisiae,1,0,0,0,1
YOR393W,S_cerevisiae,1,0,0,0,1
YPL015C,K_marxianus_and_S_cerevisiae,2,0,0,1,1
YPL023C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL028W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL036W,S_cerevisiae,1,0,0,0,1
YPL040C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL053C,S_cerevisiae,1,0,0,0,1
YPL057C,S_cerevisiae,1,0,0,0,1
YPL059W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL060W,Y_lipolytica_and_K_lactis_and_S_cerevisiae,3,1,1,0,1
YPL061W,S_cerevisiae,1,0,0,0,1
YPL069C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL076W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL078C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL087W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL088W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL091W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL092W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL095C,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YPL096C-A,S_cerevisiae,1,0,0,0,1
YPL097W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL104W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL110C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL111W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL117C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL132W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL134C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL135W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL147W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL148C,K_marxianus_and_S_cerevisiae,2,0,0,1,1
YPL160W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL172C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL175W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL188W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL189W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL206C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL212C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL214C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL227C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL231W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL234C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL244C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL252C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL258C,S_cerevisiae,1,0,0,0,1
YPL262W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL265W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL268W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL271W,S_cerevisiae,1,0,0,0,1
YPL273W,K_lactis_and_K_marxianus_and_S_cerevisiae,3,0,1,1,1
YPL274W,S_cerevisiae,1,0,0,0,1
YPL280W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPL281C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR001W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR002W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR003C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR006C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR011C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR020W,Y_lipolytica_and_K_marxianus_and_S_cerevisiae,3,1,0,1,1
YPR021C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR026W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR033C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR035W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR036W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR047W,S_cerevisiae,1,0,0,0,1
YPR048W,Y_lipolytica_and_K_lactis_and_K_marxianus,3,1,1,1,0
YPR058W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR060C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR062W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR069C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR074C,S_cerevisiae,1,0,0,0,1
YPR081C,S_cerevisiae,1,0,0,0,1
YPR113W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR118W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR121W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR127W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR128C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR138C,S_cerevisiae,1,0,0,0,1
YPR139C,Y_lipolytica_and_K_marxianus_and_S_cerevisiae,3,1,0,1,1
YPR140W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR145W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR156C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR159W,S_cerevisiae,1,0,0,0,1
YPR160W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR167C,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR183W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR184W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR191W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
YPR192W,Y_lipolytica_and_K_lactis_and_K_marxianus_and_S_cerevisiae,4,1,1,1,1
Yarrowia_keelungensis_Seq_2161,Y_lipolytica,1,1,0,0,0
Yarrowia_keelungensis_Seq_2603,Y_lipolytica,1,1,0,0,0
Yarrowia_lipolytica_Seq_2497,Y_lipolytica,1,1,0,0,0
Yarrowia_lipolytica_Seq_2595,Y_lipolytica,1,1,0,0,0
Yarrowia_lipolytica_Seq_2752,Y_lipolytica,1,1,0,0,0
Yarrowia_lipolytica_Seq_4043,Y_lipolytica,1,1,0,0,0
Yarrowia_lipolytica_Seq_5476,Y_lipolytica,1,1,0,0,0
yHAB160_Kazachstania_kunashirensis_Seq_5081,K_marxianus,1,0,0,1,0
yHMPu5000026124_Ogataea_henricii_Seq_5027,Y_lipolytica_and_K_lactis_and_K_marxianus,3,1,1,1,0
yHMPu5000026137_Ambrosiozyma_ambrosiae_Seq_6120,K_lactis_and_K_marxianus,2,0,1,1,0
yHMPu5000034605_Spencermartinsiella_europaea_Seq_3696,Y_lipolytica,1,1,0,0,0
yHMPu5000034607_Saccharomycopsis_capsularis_Seq_2827,K_lactis_and_K_marxianus,2,0,1,1,0
yHMPu5000034637_Ogataea_populiabae_Seq_358,Y_lipolytica,1,1,0,0,0
yHMPu5000034661_Dipodascus_albidus_Seq_3608,Y_lipolytica,1,1,0,0,0
yHMPu5000034667_Blastobotrys_serpentis_Seq_5332,Y_lipolytica,1,1,0,0,0
yHMPu5000034671_Blastobotrys_peoriensis_Seq_3262,Y_lipolytica,1,1,0,0,0
yHMPu5000034673_Blastobotrys_nivea_Seq_8232,Y_lipolytica,1,1,0,0,0
yHMPu5000034904_Ogataea_nonfermentans_Seq_2519,Y_lipolytica,1,1,0,0,0
yHMPu5000034946_Ambrosiozyma_oregonensis_Seq_4749,Y_lipolytica,1,1,0,0,0
yHMPu5000034952_Citeromyces_siamensis_Seq_974,K_lactis_and_K_marxianus,2,0,1,1,0
yHMPu5000034990_Candida_corydali_Seq_3601,Y_lipolytica_and_K_lactis_and_K_marxianus,3,1,1,1,0
yHMPu5000035633_Candida_hispaniensis_Seq_1152,Y_lipolytica,1,1,0,0,0
yHMPu5000035633_Candida_hispaniensis_Seq_2087,Y_lipolytica,1,1,0,0,0
yHMPu5000035645_Yarrowia_divulgata_Seq_3641,Y_lipolytica,1,1,0,0,0
yHMPu5000035645_Yarrowia_divulgata_Seq_495,Y_lipolytica,1,1,0,0,0
yHMPu5000035654_Tortispora_ganteri_Seq_2036,Y_lipolytica,1,1,0,0,0
yHMPu5000035665_Middelhovenomyces_tepae_Seq_3639,Y_lipolytica,1,1,0,0,0
yHMPu5000035671_Phaffomyces_antillensis_Seq_3997,Y_lipolytica,1,1,0,0,0
yHMPu5000035688_Cyberlindnera_xylosilytica_Seq_598,Y_lipolytica,1,1,0,0,0
yHMPu5000041822_Dipodascus_geniculatus_Seq_921,Y_lipolytica,1,1,0,0,0
yHMPu5000041855_Candida_ascalaphidarum_Seq_2625,K_lactis,1,0,1,0,0
yHMPu5000041863_Candida_gorgasii_Seq_1079,K_lactis_and_K_marxianus,2,0,1,1,0
yHMPu5000041863_Candida_gorgasii_Seq_1495,Y_lipolytica,1,1,0,0,0
yHMPu5000041863_Candida_gorgasii_Seq_3887,Y_lipolytica,1,1,0,0,0
