all_gene,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7
YLR389C,1.387826666666667e-07,2.0285866666666666e-07,1.3252433333333335e-07,1.4947566666666667e-07,1.5862e-07,2.3006033333333333e-07,2.4145433333333333e-07
YIL126W,2.7544400000000003e-08,2.8084800000000002e-08,2.1975366666666665e-08,3.2720566666666664e-08,3.32376e-08,4.9836833333333334e-08,5.85858e-08
YBR111W-A,1.1100666666666667e-08,5.9134999999999995e-09,1.0475266666666668e-08,1.37431e-08,3.072756666666667e-08,8.997066666666668e-08,1.0743066666666667e-07
YBR231C,4.585456666666666e-09,4.52755e-09,2.26736e-09,2.896833333333333e-09,2.5082666666666668e-09,4.414666666666667e-09,0.0
YDR395W,5.701846666666666e-08,1.1896399999999999e-07,4.310696666666666e-08,6.420969999999999e-08,7.377206666666667e-08,1.1974233333333333e-07,1.5825733333333333e-07
YDR341C,1.5821866666666668e-06,2.242563333333333e-06,1.3427933333333334e-06,1.6116333333333334e-06,1.6715766666666667e-06,2.3432466666666665e-06,2.90505e-06
YGL243W,5.640966666666667e-10,2.6966400000000003e-09,7.591133333333333e-10,1.51282e-09,5.266833333333333e-10,1.1145266666666668e-09,1.1634866666666666e-09
YDR167W,3.4216199999999994e-07,3.2510833333333337e-07,3.27531e-07,4.71779e-07,4.4350966666666664e-07,6.028276666666667e-07,7.215019999999999e-07
YML015C,7.067426666666667e-09,1.17803e-08,5.588533333333334e-09,6.9403866666666666e-09,7.866449999999999e-09,1.1020833333333334e-08,1.11919e-08
YLR212C,1.4798366666666666e-09,1.5448466666666666e-09,1.9319466666666664e-09,1.5551566666666667e-09,2.72647e-09,5.908039999999999e-09,7.8002e-09
YKL027W,7.32051e-08,8.6508e-08,8.348013333333332e-08,1.19799e-07,1.26071e-07,2.0546233333333333e-07,2.651446666666667e-07
YBR044C,1.286268e-08,1.6701733333333333e-08,9.650236666666666e-09,1.0809133333333333e-08,1.1841333333333334e-08,2.152923333333333e-08,3.0459166666666666e-08
YJL111W,1.2369033333333332e-06,1.63865e-06,1.0520340000000001e-06,1.3504266666666666e-06,1.4490166666666665e-06,2.1580366666666668e-06,2.420276666666667e-06
YKL056C,3.0040933333333336e-05,5.39666e-05,3.168916666666667e-05,4.545316666666667e-05,5.379816666666666e-05,8.14482e-05,0.00013788266666666665
YGR205W,7.75012e-09,9.50215e-09,6.64664e-09,6.55793e-09,6.6445133333333335e-09,7.51039e-09,7.72482e-09
YDR310C,1.5581566666666668e-09,2.7815533333333335e-09,1.9876433333333333e-09,2.157766666666667e-09,1.7899666666666667e-09,4.5944333333333335e-09,5.569533333333333e-09
YML052W,7.84146e-08,6.956943333333333e-08,6.466063333333333e-08,1.0948846666666666e-07,1.0920333333333333e-07,1.6028333333333335e-07,1.8882366666666668e-07
YGR002C,2.2174233333333334e-08,2.77459e-08,2.1673133333333333e-08,2.6484566666666664e-08,2.6855366666666667e-08,3.4641799999999996e-08,4.201453333333333e-08
YPL016W,2.7856533333333335e-08,3.709166666666666e-08,2.5531733333333333e-08,3.44098e-08,3.458693333333333e-08,4.5714766666666666e-08,4.8898100000000004e-08
YFL022C,1.2623866666666665e-07,2.2095433333333332e-07,1.4099633333333334e-07,1.69063e-07,1.9755e-07,2.88989e-07,4.216366666666667e-07
YBL076C,4.1348466666666666e-07,8.711313333333334e-07,3.362933333333334e-07,4.4179733333333336e-07,4.987006666666667e-07,9.11084e-07,1.1914066666666668e-06
YPL040C,9.531196666666667e-09,2.4877833333333335e-08,7.726346666666667e-09,1.2396966666666667e-08,1.5383399999999998e-08,2.7909566666666665e-08,3.26435e-08
YHR181W,6.077630000000001e-07,9.106386666666667e-07,4.4151000000000004e-07,5.545836666666667e-07,5.930026666666667e-07,7.16765e-07,7.83147e-07
YDR320C,5.44362e-08,8.446303333333333e-08,4.42244e-08,4.839250000000001e-08,5.441506666666666e-08,6.53061e-08,6.505116666666666e-08
YPL104W,1.7279433333333336e-09,3.5073000000000005e-09,1.4287233333333333e-09,1.7651066666666666e-09,2.1178466666666668e-09,3.089293333333333e-09,3.430836666666667e-09
YPR081C,3.72753e-08,5.082386666666667e-08,3.002393333333333e-08,2.9772533333333334e-08,2.888306666666667e-08,3.1299033333333334e-08,2.51079e-08
YLR382C,2.42443e-08,5.293843333333333e-08,2.1014099999999998e-08,2.993143333333333e-08,3.95417e-08,7.209543333333333e-08,8.665156666666667e-08
YIL078W,9.486206666666666e-07,1.2099266666666666e-06,9.481206666666667e-07,1.28749e-06,1.4058333333333334e-06,2.267463333333333e-06,3.2329433333333333e-06
YBL034C,8.975266666666668e-09,1.4727599999999998e-08,7.837443333333332e-09,1.0349813333333332e-08,1.2088e-08,1.57728e-08,1.6593433333333333e-08
YLR045C,3.551133333333333e-08,4.934523333333334e-08,2.8815566666666667e-08,3.6755866666666663e-08,4.117363333333334e-08,5.263026666666666e-08,5.276323333333333e-08
YMR054W,3.9171533333333334e-08,4.31443e-08,3.7463733333333334e-08,5.449646666666666e-08,5.7661900000000005e-08,8.17275e-08,9.252899999999998e-08
YDR346C,2.25092e-08,2.572193333333333e-08,2.311453333333333e-08,2.2916366666666664e-08,2.4795733333333332e-08,3.4800166666666665e-08,3.8492333333333334e-08
YLR060W,8.087233333333331e-08,1.4348166666666667e-07,9.20645e-08,1.2214633333333333e-07,1.3471433333333334e-07,2.2398766666666664e-07,2.9526333333333333e-07
YPR047W,1.3051166666666667e-08,1.7638433333333334e-08,1.23084e-08,1.85882e-08,1.9424099999999998e-08,2.656113333333333e-08,3.05452e-08
YIL047C,2.0611566666666662e-09,1.3109606666666667e-09,2.02149e-09,2.1668533333333335e-09,2.2689833333333335e-09,2.5873299999999996e-09,2.4721300000000002e-09
YBR121C,1.3611266666666667e-06,2.0385533333333336e-06,1.6518600000000002e-06,2.151443333333333e-06,2.310086666666667e-06,4.175043333333333e-06,5.373576666666667e-06
YPL160W,2.62637e-07,4.2440633333333336e-07,2.430526666666667e-07,3.6040933333333335e-07,4.0650633333333334e-07,8.594343333333334e-07,1.1766633333333335e-06
YGR264C,2.47399e-07,3.094316666666667e-07,2.4863466666666666e-07,3.1120833333333333e-07,3.54257e-07,5.968123333333333e-07,7.14001e-07
YGR171C,2.3723333333333335e-09,4.5051633333333335e-09,1.89085e-09,2.52646e-09,2.8058299999999996e-09,4.274773333333333e-09,4.469986666666667e-09
YHR011W,7.625956666666667e-08,1.0020919999999999e-07,6.241486666666666e-08,7.196616666666666e-08,7.288839999999999e-08,1.014479e-07,1.1276333333333334e-07
YKL194C,1.9974833333333334e-08,3.3474e-08,2.2289299999999998e-08,2.3143866666666667e-08,2.8540099999999998e-08,3.70265e-08,4.1002666666666664e-08
YGR094W,2.5538166666666666e-07,4.7105699999999995e-07,2.384976666666667e-07,3.242493333333334e-07,3.4171533333333333e-07,6.336273333333334e-07,1.07667e-06
YGR185C,1.2486233333333336e-06,2.6732333333333335e-06,1.46388e-06,1.8699566666666666e-06,2.106946666666667e-06,3.51939e-06,4.147123333333333e-06
YPL129W,9.084303333333333e-08,1.0873653333333334e-07,7.503253333333333e-08,1.0003836666666665e-07,1.46726e-07,1.5806733333333332e-07,1.889553333333333e-07
YBR198C,4.124776666666667e-08,4.369633333333333e-08,3.9236999999999996e-08,5.73452e-08,6.638623333333333e-08,9.945056666666666e-08,1.311363333333333e-07
YMR227C,1.788333333333333e-08,2.3954000000000004e-08,1.4055499999999998e-08,1.6798300000000002e-08,1.659113333333333e-08,1.75179e-08,1.8314599999999997e-08
YGR046W,1.3051866666666667e-08,2.8876833333333333e-08,1.0767243333333333e-08,1.6525433333333335e-08,2.2420233333333332e-08,3.4563633333333335e-08,4.0036266666666665e-08
YML085C,4.58397e-07,5.719150000000001e-07,4.139966666666667e-07,4.88515e-07,4.5926e-07,6.007703333333334e-07,7.072303333333333e-07
YFL037W,5.68238e-07,7.066866666666667e-07,4.125496666666667e-07,5.654613333333334e-07,5.968993333333334e-07,8.461529999999999e-07,1.0987353333333334e-06
YDR212W,9.509803333333333e-07,1.2788799999999998e-06,7.796846666666666e-07,1.0436223333333334e-06,1.08981e-06,1.60662e-06,2.056573333333334e-06
YHR019C,1.1499099999999998e-06,2.0959933333333335e-06,1.0835200000000002e-06,1.5045100000000002e-06,1.6465833333333335e-06,2.8593e-06,3.97964e-06
YML124C,5.880873333333333e-07,7.273136666666667e-07,5.17858e-07,5.681386666666667e-07,5.750826666666667e-07,7.908083333333334e-07,8.752153333333333e-07
YKR055W,4.678666666666667e-08,3.384653333333333e-08,5.13087e-08,5.0350733333333335e-08,3.212686666666667e-08,9.090419999999999e-08,6.115403333333333e-08
YBR256C,2.402446666666667e-07,3.118346666666667e-07,2.03644e-07,2.33999e-07,2.19487e-07,3.1745000000000003e-07,3.3169600000000003e-07
YLR075W,7.05417e-06,1.2203600000000001e-05,7.032510000000001e-06,8.04725e-06,9.572413333333334e-06,1.9890433333333332e-05,2.5848933333333336e-05
YPR102C,1.6163299999999998e-05,1.6528766666666667e-05,1.9007366666666667e-05,2.6061566666666665e-05,3.04774e-05,5.741373333333333e-05,7.88081e-05
YHL001W,8.385626666666666e-06,1.780366666666667e-05,7.968043333333335e-06,8.774563333333333e-06,1.1411933333333333e-05,1.96263e-05,2.4546966666666667e-05
YKR060W,3.566966666666667e-09,4.92981e-09,3.3721733333333332e-09,5.270006666666667e-09,5.6885200000000005e-09,9.779776666666667e-09,1.4198466666666667e-08
YOL133W,2.2856433333333334e-08,2.3878466666666668e-08,2.6256766666666668e-08,1.91254e-08,1.83839e-08,1.9151633333333333e-08,1.89597e-08
YGL097W,6.481510000000001e-09,2.2779933333333334e-08,7.415563333333334e-09,5.4384566666666666e-09,9.230723333333333e-09,1.60401e-08,1.1584300000000001e-08
YOR285W,1.019147e-07,1.4071266666666668e-07,1.3893456666666666e-07,1.3401533333333334e-07,1.30015e-07,2.0148066666666666e-07,1.6571000000000002e-07
YBR049C,1.015203e-07,1.15026e-07,1.0292626666666665e-07,1.38642e-07,1.41636e-07,2.0738e-07,2.564933333333333e-07
YBR267W,9.269740000000001e-09,1.630513333333333e-08,1.058424e-08,1.1973243333333333e-08,1.3928933333333333e-08,2.9877e-08,4.5055866666666665e-08
YBR002C,6.638906666666666e-09,1.201445e-08,6.084833333333333e-09,7.896283333333333e-09,8.522176666666666e-09,1.3215266666666666e-08,1.62815e-08
YGR276C,1.5052366666666667e-08,1.4238566666666665e-08,1.44636e-08,1.8696066666666667e-08,1.9033166666666664e-08,3.0573066666666664e-08,4.00316e-08
YJR068W,3.52615e-07,3.72596e-07,3.0698733333333334e-07,4.0468333333333337e-07,4.2666766666666665e-07,6.11224e-07,6.823403333333333e-07
YPR115W,1.4582566666666666e-08,2.0971200000000004e-08,1.2512283333333333e-08,1.5273e-08,1.8262233333333332e-08,2.359123333333333e-08,2.2756933333333334e-08
YBR260C,3.062986666666667e-08,4.2071833333333336e-08,2.1064e-08,2.6399566666666667e-08,2.74622e-08,3.297076666666667e-08,3.584843333333333e-08
YOR370C,1.6509500000000003e-08,3.419936666666666e-08,1.4152466666666668e-08,2.0441633333333336e-08,2.31849e-08,4.108633333333334e-08,4.551476666666667e-08
YGR173W,1.2594546666666665e-07,1.3740233333333334e-07,1.3417866666666666e-07,1.7160166666666666e-07,1.6366466666666666e-07,3.380776666666667e-07,4.119803333333333e-07
YLR387C,1.5530933333333333e-08,3.4203100000000004e-08,9.965436666666667e-09,1.1133533333333333e-08,1.28687e-08,2.423806666666667e-08,3.083506666666667e-08
YEL054C,8.115516666666667e-06,1.20716e-05,7.973853333333335e-06,1.14847e-05,1.2080333333333334e-05,2.36978e-05,4.622803333333334e-05
YMR121C,8.479846666666667e-07,1.7563566666666666e-06,8.330953333333333e-07,9.562516666666667e-07,1.1905966666666667e-06,2.63666e-06,3.727623333333333e-06
YNL069C,9.424753333333335e-06,1.8046766666666668e-05,9.067516666666666e-06,1.17094e-05,1.4643733333333335e-05,3.2963366666666663e-05,4.7336299999999996e-05
YMR242C,4.727286666666667e-06,5.913236666666667e-06,5.454843333333332e-06,6.748696666666667e-06,6.660073333333334e-06,1.2632816666666667e-05,2.3399199999999998e-05
YLR061W,3.6571833333333336e-07,4.90511e-07,2.9997700000000004e-07,4.0637666666666664e-07,4.954226666666667e-07,1.139194e-06,1.30507e-06
YBR046C,5.331346666666667e-08,4.032623333333334e-08,2.5312433333333333e-08,2.9844799999999996e-08,2.4412466666666668e-08,1.51202e-08,1.9885966666666667e-08
YMR201C,1.2550733333333333e-08,3.093119999999999e-08,1.7724766666666668e-08,2.0035700000000002e-08,1.4294766666666666e-08,1.66732e-08,1.8240933333333332e-08
YDR076W,3.7099333333333335e-09,0.0,0.0,0.0,1.8290866666666666e-09,2.0895766666666664e-09,2.15487e-09
YDL059C,1.3393133333333333e-08,1.3120366666666665e-08,2.0379733333333334e-08,2.7538533333333335e-08,3.15756e-08,7.60946e-08,1.0277463333333334e-07
YDR014W,2.4131666666666666e-09,3.5847300000000003e-09,1.6926006666666667e-09,1.992476666666667e-09,2.2985233333333333e-09,2.4726233333333334e-09,2.8448133333333335e-09
YDR527W,3.143726666666666e-08,4.75518e-08,2.59238e-08,3.194113333333333e-08,3.5534199999999997e-08,5.369293333333333e-08,6.351006666666666e-08
YNL022C,2.798443333333333e-09,4.482153333333334e-09,2.572723333333334e-09,3.0897066666666668e-09,3.6152733333333334e-09,6.364666666666666e-09,7.77309e-09
YOR220W,1.2614000000000001e-08,3.284496666666667e-08,1.6939833333333334e-08,2.3408499999999997e-08,1.56747e-08,1.3449499999999999e-08,1.3925233333333333e-08
YDR028C,3.655483333333333e-09,5.440203333333333e-09,3.844853333333333e-09,4.67606e-09,5.027360000000001e-09,6.265443333333334e-09,6.159773333333333e-09
YEL037C,2.943816666666667e-07,2.70879e-07,2.87941e-07,1.98328e-07,4.3294433333333336e-07,6.04801e-07,8.269966666666666e-07
YML032C,5.656016666666667e-09,7.45752e-09,4.84786e-09,4.997756666666667e-09,5.119e-09,5.7609e-09,6.424843333333334e-09
YJR033C,5.237493333333333e-09,5.4686633333333325e-09,3.814756666666667e-09,4.704123333333333e-09,4.642296666666667e-09,4.932636666666666e-09,4.664976666666667e-09
YAL036C,2.1839266666666666e-09,3.4159799999999996e-09,2.2848533333333333e-09,3.1508799999999998e-09,3.789666666666666e-09,7.883496666666667e-09,1.1447899999999999e-08
YCR036W,2.034836666666667e-08,2.4194533333333335e-08,1.5729913333333334e-08,1.9787233333333334e-08,2.00197e-08,2.9114633333333334e-08,2.4951833333333336e-08
YLR248W,1.8028233333333334e-07,1.8327366666666666e-07,2.0996766666666665e-07,2.84801e-07,2.8243399999999997e-07,2.6865666666666665e-07,2.9870233333333334e-07
YJL204C,1.34481e-08,1.9668266666666665e-08,1.0247793333333334e-08,1.3500433333333332e-08,1.45494e-08,1.9471466666666667e-08,2.0400433333333332e-08
YPR094W,3.775946666666667e-09,4.1755066666666665e-09,4.967583333333333e-09,3.79456e-09,5.282016666666666e-09,4.510559999999999e-09,8.385606666666666e-09
YJL026W,9.116803333333334e-07,3.7470399999999994e-07,6.349550000000001e-07,8.08617e-07,5.605156666666668e-07,5.308016666666667e-07,5.801523333333334e-07
YMR075W,8.75516e-09,9.753623333333332e-09,6.9135633333333336e-09,9.840873333333335e-09,9.651933333333333e-09,1.15223e-08,1.1844766666666667e-08
YBR073W,6.4849366666666664e-09,8.387576666666667e-09,6.401686666666666e-09,7.670343333333334e-09,1.0712666666666667e-08,1.667673333333333e-08,2.078256666666667e-08
YJL217W,4.41343e-09,8.30489e-09,2.569053333333333e-09,3.1032766666666668e-09,5.566213333333333e-09,9.046366666666668e-09,1.2767566666666666e-08
YDR195W,3.831743333333333e-09,4.361516666666666e-09,2.8611e-09,3.59408e-09,3.6704066666666662e-09,4.600893333333333e-09,4.935846666666667e-09
YKL038W,5.304813333333333e-09,8.36926e-09,4.570356666666666e-09,5.905896666666667e-09,5.971416666666667e-09,7.10054e-09,7.421493333333334e-09
YNL090W,8.311813333333333e-09,7.1598300000000005e-09,7.0104566666666665e-09,7.87259e-09,7.99041e-09,1.0393026666666666e-08,1.1068490000000001e-08
YHL024W,4.0601266666666664e-08,3.433026666666666e-08,4.244096666666666e-08,5.215686666666667e-08,4.7873166666666666e-08,4.3157e-08,3.615153333333334e-08
YOR217W,2.932983333333333e-08,3.2994833333333334e-08,2.31244e-08,2.64169e-08,2.7537300000000003e-08,3.9180966666666666e-08,4.0218966666666665e-08
YDR379W,5.9031933333333335e-09,8.369366666666666e-09,5.2804166666666666e-09,6.03752e-09,6.971706666666667e-09,5.322440000000001e-09,5.1608433333333334e-09
YPR180W,1.8254899999999998e-08,1.5716766666666667e-08,1.3252533333333332e-08,1.763276666666667e-08,1.728586666666667e-08,2.232666666666667e-08,2.6018666666666664e-08
YBL033C,6.628536666666666e-09,7.963663333333332e-09,5.686966666666666e-09,7.143473333333333e-09,7.309029999999999e-09,1.6179933333333334e-08,2.0610033333333337e-08
YOL066C,4.239503333333333e-09,4.638753333333333e-09,2.9367466666666665e-09,3.4512933333333333e-09,3.47556e-09,4.842473333333333e-09,5.4802266666666665e-09
YLR039C,7.214183333333333e-09,7.733813333333334e-09,5.0002499999999996e-09,6.184513333333334e-09,5.925853333333334e-09,7.921053333333333e-09,9.062506666666666e-09
YCR028C-A,2.60988e-06,1.5764036666666668e-06,2.6013600000000004e-06,3.5273033333333327e-06,2.37348e-06,3.4278633333333334e-06,4.548893333333334e-06
YOR119C,2.6376833333333336e-09,4.503806666666667e-09,3.3954066666666667e-09,2.9883733333333334e-09,3.74806e-09,6.139896666666668e-09,7.463836666666667e-09
YGL143C,1.3980266666666667e-09,1.4904133333333331e-09,1.8536533333333332e-09,2.5850500000000003e-09,3.5273466666666665e-09,5.837966666666667e-09,1.6042746666666667e-08
YNL290W,2.71799e-07,3.0263100000000003e-07,2.1645666666666667e-07,2.67746e-07,2.9299066666666666e-07,3.702393333333333e-07,4.4344466666666664e-07
YOL094C,3.877053333333333e-08,4.6223733333333334e-08,3.1963399999999995e-08,3.9441599999999995e-08,3.598496666666667e-08,5.8146099999999995e-08,6.618893333333333e-08
YOR279C,7.45897e-09,7.230433333333333e-09,9.1212e-09,5.576533333333333e-09,9.885200000000001e-09,1.60633e-08,2.023023333333333e-08
YDR487C,4.770556666666667e-07,1.2136673333333334e-06,3.944353333333333e-07,4.0952766666666664e-07,4.494863333333333e-07,8.383336666666666e-07,9.692513333333332e-07
YOL143C,8.349853333333334e-08,9.8916e-08,6.20117e-08,7.889746666666667e-08,7.133786666666668e-08,8.061543333333333e-08,9.00927e-08
YLR378C,3.140226666666667e-07,5.332043333333334e-07,2.7531866666666664e-07,3.837246666666667e-07,4.4811966666666673e-07,7.033743333333333e-07,8.56925e-07
YDR086C,1.9534833333333333e-06,2.45722e-06,1.9949733333333334e-06,3.1381400000000003e-06,3.4583266666666665e-06,6.109356666666666e-06,7.819346666666667e-06
YER019C-A,3.95526e-08,3.115296666666667e-08,2.9057999999999998e-08,7.273736666666667e-08,6.866186666666666e-08,1.9496999999999998e-07,4.0788133333333334e-07
YMR214W,1.38786e-08,1.589504e-08,1.32348e-08,1.3647733333333332e-08,1.3229666666666666e-08,2.0843866666666666e-08,2.3282066666666665e-08
YGL028C,1.2691266666666668e-07,2.2925e-07,1.500854e-07,1.7441966666666668e-07,1.9592366666666666e-07,2.433933333333333e-07,2.12164e-07
YDR469W,1.8193666666666665e-07,1.70825e-07,2.5955866666666666e-07,1.4520733333333333e-07,1.5343266666666668e-07,1.9858973333333332e-07,1.7782996666666669e-07
YKL148C,1.5715733333333336e-06,2.69671e-06,1.5651866666666668e-06,1.7251e-06,1.5122700000000001e-06,1.5827299999999999e-06,1.3888700000000002e-06
YLL041C,1.37923e-06,2.17303e-06,1.7072066666666666e-06,2.4438266666666668e-06,2.2970099999999996e-06,2.3758366666666666e-06,2.3967866666666664e-06
YBR080C,1.071419e-07,1.2193833333333333e-07,9.12443e-08,1.34284e-07,1.4389966666666667e-07,1.9092033333333333e-07,2.2610533333333331e-07
YDL195W,5.558309999999999e-07,7.599176666666666e-07,4.84954e-07,5.871120000000001e-07,5.814933333333333e-07,9.428326666666667e-07,1.2508133333333332e-06
YFL005W,7.208733333333333e-07,5.370670000000001e-07,6.755316666666666e-07,8.735659999999999e-07,8.115059999999999e-07,1.0760033333333332e-06,1.2591366666666668e-06
YML105C,2.418406666666667e-07,3.7943800000000007e-07,2.3780233333333334e-07,2.999503333333333e-07,3.333526666666667e-07,4.7176066666666667e-07,4.6395366666666663e-07
YLR292C,2.7396233333333334e-07,4.1206866666666664e-07,2.3849e-07,3.1205366666666665e-07,3.3857700000000003e-07,5.416153333333333e-07,5.987523333333333e-07
