all_gene,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9
YJL075C,,,,,,,,,
YER093C-A,,,,,,,,,
YHL021C,3.00E-06,2.90E-06,2.85E-06,3.01E-06,1.99E-06,1.75E-06,1.31E-06,1.06E-06,6.78E-07
YML050W,1.03E-07,8.54E-08,9.10E-08,1.02E-07,8.07E-08,1.02E-07,1.24E-07,1.25E-07,9.83E-08
YML087C,,,,,,,,,
YMR157C,1.59E-07,1.76E-07,2.80E-07,3.42E-07,2.74E-07,3.42E-07,4.42E-07,5.20E-07,4.25E-07
YOL053W,1.09E-07,1.02E-07,1.21E-07,9.27E-08,8.37E-08,7.60E-08,1.35E-07,7.00E-08,3.90E-08
YBR194W,,,,,,,,,
YJL122W,2.21E-07,2.42E-07,3.96E-07,5.50E-07,4.98E-07,6.77E-07,7.16E-07,7.88E-07,7.29E-07
YIR032C,,,2.11E-07,,,,,,
YBR158W,,,,,,,,,
YCR107W,,,,,,,,,
YGL115W,2.43E-07,2.49E-07,3.04E-07,3.50E-07,2.59E-07,3.03E-07,3.31E-07,3.14E-07,2.56E-07
YBL074C,,,,,,,,,
YIL036W,9.35E-08,1.39E-07,2.40E-07,2.41E-07,1.60E-07,1.94E-07,1.51E-07,1.36E-07,1.05E-07
YJR149W,1.65E-07,1.54E-07,,,,,1.94E-07,,
YHR047C,4.20E-07,4.58E-07,5.67E-07,6.20E-07,4.49E-07,4.83E-07,5.04E-07,5.31E-07,4.77E-07
YOR239W,3.80E-07,3.57E-07,4.93E-07,5.34E-07,4.50E-07,4.93E-07,4.60E-07,4.89E-07,4.47E-07
YLL028W,,,,,,,,,
YDR407C,,,,,,,,,
YDL112W,5.58E-08,6.11E-08,7.13E-08,7.75E-08,5.97E-08,5.33E-08,5.58E-08,5.74E-08,4.80E-08
YDR165W,1.41E-07,1.30E-07,1.62E-07,1.79E-07,1.40E-07,1.80E-07,1.74E-07,1.93E-07,1.86E-07
YGR166W,,,,,,,,,
YBR265W,,,,,,,,,
YER072W,4.01E-07,4.05E-07,5.59E-07,5.97E-07,4.11E-07,5.47E-07,6.47E-07,7.85E-07,6.71E-07
YPL019C,,,,,,5.30E-09,,4.55E-09,3.79E-09
YHR134W,,,,,,,,,
YIL101C,,,,,,,,,
YHR128W,1.12E-06,1.17E-06,1.18E-06,1.53E-06,1.35E-06,1.64E-06,1.80E-06,2.10E-06,1.94E-06
YNR012W,,,,,,,,,
YLR447C,2.64E-06,2.55E-06,3.04E-06,3.35E-06,2.37E-06,2.70E-06,2.61E-06,3.05E-06,3.01E-06
YCL005W-A,,,,,,,,,
YEL005C,,,,,,,,,
YGR106C,,,,,,,,7.09E-08,
YPL045W,,,,,,,,,
YMR077C,,,,,,,,,
YKL041W,2.61E-07,2.87E-07,3.99E-07,4.41E-07,3.17E-07,3.74E-07,3.87E-07,3.67E-07,3.32E-07
YJL154C,2.31E-08,1.96E-08,2.36E-08,2.31E-08,,2.12E-08,,,
YDR495C,,,,,,,,,
YPR173C,2.57E-07,2.77E-07,3.62E-07,3.57E-07,2.79E-07,3.68E-07,3.57E-07,3.36E-07,3.46E-07
YLR261C,,,,,,,,,
YDR200C,,2.93E-08,,,2.30E-08,,2.74E-08,,
YML041C,,,,,,,,,
YNL246W,3.83E-07,3.49E-07,2.92E-07,3.31E-07,2.27E-07,2.63E-07,3.04E-07,3.20E-07,2.88E-07
YJL012C,2.97E-07,2.93E-07,4.36E-07,4.34E-07,3.87E-07,3.77E-07,4.52E-07,4.99E-07,4.37E-07
YOR359W,,,,,,,,,
YGL258W,,,,,,,,,
YNL212W,2.17E-07,1.96E-07,1.88E-07,2.46E-07,1.74E-07,2.06E-07,2.19E-07,2.03E-07,1.83E-07
YGL227W,1.85E-08,,,,,,,,
YGR105W,,,,,,,,,
YHL035C,,,,,,,,,
YDR049W,6.51E-08,7.21E-08,8.36E-08,1.06E-07,4.43E-08,9.82E-08,1.02E-07,1.20E-07,8.28E-08
YLR181C,4.99E-07,3.50E-07,2.65E-07,3.21E-07,2.27E-07,2.18E-07,2.27E-07,2.22E-07,1.94E-07
YFL004W,6.87E-08,9.28E-08,1.03E-07,1.20E-07,8.93E-08,9.91E-08,1.08E-07,1.18E-07,1.04E-07
YML076C,,,,,,,,,
YLR090W,1.27E-07,,1.70E-07,2.07E-07,1.80E-07,2.25E-07,2.07E-07,1.88E-07,1.41E-07
YDR369C,,,,,,,,,
YLR070C,,,,,,,,,
YBR254C,,,,,,,,,
YOR115C,1.10E-07,,,1.35E-07,,,,,
YCR083W,3.29E-06,3.18E-06,2.80E-06,2.58E-06,1.55E-06,1.44E-06,1.16E-06,1.01E-06,8.08E-07
YDR353W,4.27E-06,4.41E-06,4.94E-06,5.89E-06,4.61E-06,5.54E-06,5.56E-06,5.83E-06,5.49E-06
YER093C,,,,,,,,,
YDL060W,1.74E-07,1.67E-07,2.05E-07,2.37E-07,2.04E-07,2.41E-07,2.60E-07,2.51E-07,2.49E-07
YML005W,,,,,,,,,
YGL050W,6.95E-08,8.53E-08,1.37E-07,1.47E-07,1.08E-07,1.30E-07,1.37E-07,1.34E-07,1.30E-07
YOL141W,,,,,,,,,
YBR082C,2.85E-06,2.29E-06,2.85E-06,2.97E-06,2.28E-06,2.49E-06,2.74E-06,2.25E-06,2.07E-06
YOR124C,1.62E-07,1.73E-07,1.88E-07,2.06E-07,1.26E-07,1.39E-07,1.45E-07,1.38E-07,1.31E-07
YBR165W,,,,,,,,,
YBL058W,1.47E-06,1.38E-06,1.48E-06,1.52E-06,1.04E-06,1.15E-06,1.11E-06,1.22E-06,1.15E-06
YMR067C,3.88E-07,3.67E-07,4.30E-07,4.26E-07,2.89E-07,3.39E-07,3.57E-07,3.47E-07,3.42E-07
YBR273C,3.82E-07,3.44E-07,3.55E-07,4.09E-07,2.35E-07,2.79E-07,2.46E-07,2.03E-07,1.49E-07
YLR425W,,,,,,,,,
YOR074C,3.19E-07,4.01E-07,6.53E-07,8.30E-07,6.95E-07,7.76E-07,7.13E-07,8.01E-07,7.10E-07
YKL210W,3.39E-06,3.65E-06,4.08E-06,4.35E-06,3.14E-06,3.35E-06,3.26E-06,3.50E-06,3.16E-06
YOR339C,,,,,,,,,
YGL058W,,,,,,,,,
YER100W,,,,,,,9.45E-08,,
YEL012W,7.67E-07,8.61E-07,9.24E-07,1.04E-06,7.54E-07,,7.76E-07,7.26E-07,
YDR470C,,,,,,,,,
YHR026W,,,,,,,,,
YOR270C,6.63E-07,6.37E-07,6.88E-07,6.49E-07,4.15E-07,4.76E-07,4.02E-07,4.09E-07,4.21E-07
YBR097W,,,,,,,,,
YOR132W,2.59E-07,2.62E-07,2.96E-07,3.89E-07,2.41E-07,2.61E-07,2.24E-07,2.43E-07,2.35E-07
YNR006W,7.95E-08,7.11E-08,7.15E-08,8.26E-08,6.69E-08,5.55E-08,5.45E-08,4.40E-08,4.37E-08
YLR417W,1.57E-08,1.25E-08,1.54E-08,8.93E-09,4.47E-09,,,,6.75E-09
YDR484W,,,1.71E-08,,,,,,
YGR141W,,,,,,,,,
YPR087W,,,,,,,,,
YDR372C,5.81E-07,5.95E-07,6.77E-07,7.63E-07,5.09E-07,5.17E-07,5.89E-07,5.30E-07,5.16E-07
YLR337C,,,1.91E-07,,1.19E-07,1.11E-07,1.54E-07,1.26E-07,1.05E-07
YIL173W,,,,,,,,,
YOR043W,3.23E-07,3.22E-07,3.37E-07,3.24E-07,2.26E-07,2.64E-07,2.58E-07,2.61E-07,2.14E-07
YNL197C,3.71E-08,4.40E-08,,,5.17E-08,,7.99E-08,,7.09E-08
YNL283C,,,,,,,,,
YHL028W,,,,,,,,,
YOR230W,2.38E-05,2.23E-05,1.95E-05,1.84E-05,9.58E-06,7.29E-06,5.63E-06,5.78E-06,4.91E-06
YGR194C,2.00E-07,2.26E-07,2.37E-07,2.43E-07,1.70E-07,1.67E-07,1.80E-07,1.96E-07,1.44E-07
YGR218W,4.36E-07,4.32E-07,4.66E-07,5.08E-07,3.19E-07,3.32E-07,3.55E-07,3.28E-07,3.04E-07
YDL190C,1.49E-07,1.54E-07,1.70E-07,1.90E-07,1.30E-07,1.56E-07,1.54E-07,1.39E-07,1.36E-07
YKR044W,,,,,,,,,
YDR213W,,,,,,,,,
YER064C,,,,,,,,,
YLR373C,,,,,,,,,
YIL017C,,,,,,,,,
YPL253C,,,,,,,,,
YLR410W,3.95E-07,3.66E-07,4.36E-07,4.94E-07,3.61E-07,4.07E-07,3.83E-07,4.20E-07,3.80E-07
YHR060W,,,,,,,1.79E-07,,
YHR012W,5.72E-07,5.57E-07,6.07E-07,7.33E-07,5.22E-07,5.70E-07,5.59E-07,6.35E-07,6.03E-07
YJL029C,,,,,,,,,
YJR044C,,,,,,,,,
YDR136C,,,,,,,,,
YOL129W,,,,,,,,,
YAL002W,,,,,,,,,
YDR128W,,,,,,,,,
YLR132C,,,,,,,,,
YDR324C,1.84E-07,1.90E-07,2.42E-07,2.61E-07,2.45E-07,2.97E-07,3.31E-07,3.47E-07,3.38E-07
YER082C,1.71E-07,1.99E-07,2.56E-07,3.45E-07,2.70E-07,3.34E-07,2.93E-07,3.61E-07,3.13E-07
YHR196W,1.32E-07,1.46E-07,1.64E-07,2.01E-07,1.58E-07,1.94E-07,1.79E-07,2.28E-07,2.32E-07
YJR049C,,6.16E-09,7.60E-09,,,,5.11E-09,4.67E-09,
YEL035C,,,,,,,,,
YGL212W,2.22E-07,1.45E-07,1.46E-07,1.43E-07,1.66E-07,1.27E-07,1.31E-07,,9.39E-08
YKL080W,1.99E-06,1.95E-06,2.31E-06,2.59E-06,1.97E-06,2.20E-06,2.19E-06,2.42E-06,2.51E-06
YEL051W,9.93E-07,1.17E-06,1.33E-06,1.59E-06,1.32E-06,1.48E-06,1.49E-06,1.57E-06,1.57E-06
YDR247W,,,,,,,,,
YGR065C,,,,,,,,,
YBL017C,1.08E-07,1.17E-07,1.37E-07,8.91E-08,9.93E-08,8.17E-08,1.03E-07,1.20E-07,9.03E-08
YLR396C,3.37E-08,2.16E-08,2.68E-08,,,,2.47E-08,,
YLR240W,,,,,,,,,
YGL095C,1.38E-07,1.43E-07,1.56E-07,1.65E-07,1.21E-07,1.19E-07,1.24E-07,1.06E-07,1.04E-07
YDR027C,,,,,,,,,
YDR486C,1.05E-06,5.09E-07,5.18E-07,4.97E-07,,5.80E-07,6.21E-07,,
YLR168C,,,,,,,,,
YKL099C,3.06E-07,3.52E-07,4.87E-07,5.55E-07,4.77E-07,5.80E-07,5.86E-07,6.56E-07,6.03E-07
YDR449C,1.03E-07,1.11E-07,1.57E-07,1.86E-07,1.54E-07,1.76E-07,1.92E-07,2.08E-07,1.92E-07
YLR386W,4.94E-08,4.70E-08,4.74E-08,4.25E-08,3.41E-08,4.26E-08,3.87E-08,3.86E-08,3.66E-08
YEL013W,1.13E-06,8.97E-07,8.48E-07,8.93E-07,5.55E-07,5.18E-07,5.47E-07,4.99E-07,4.80E-07
YOR068C,,,,,,,,,
YDL077C,3.04E-09,,,2.45E-09,,1.65E-09,,,1.33E-09
YDL185W,5.17E-06,5.15E-06,6.30E-06,7.13E-06,5.62E-06,6.47E-06,6.41E-06,7.47E-06,7.01E-06
YER128W,,1.45E-07,,2.21E-07,,1.65E-07,2.71E-07,1.09E-07,9.65E-08
YNL321W,,,,,,,,,
YIL008W,,,1.83E-07,,,,,,
YMR093W,1.96E-07,2.22E-07,2.33E-07,3.03E-07,2.42E-07,2.88E-07,3.19E-07,3.24E-07,3.32E-07
YPL126W,3.02E-07,3.25E-07,4.00E-07,4.71E-07,3.18E-07,4.26E-07,4.66E-07,4.84E-07,4.71E-07
YBR127C,6.13E-06,6.08E-06,7.77E-06,9.27E-06,7.14E-06,8.51E-06,8.54E-06,1.03E-05,9.93E-06
YGR020C,2.17E-06,2.30E-06,3.14E-06,3.87E-06,3.11E-06,3.66E-06,3.82E-06,4.52E-06,4.39E-06
YBR293W,,,,,,,,,
YDR119W,,,,,,,,,
YML028W,2.15E-05,2.30E-05,2.62E-05,2.68E-05,2.05E-05,2.19E-05,2.37E-05,2.36E-05,1.92E-05
YDR453C,,,,,,,,,
YJR136C,,,,,,,,,
YDR084C,,,,,,,,,
YBR166C,4.41E-07,3.90E-07,4.88E-07,5.19E-07,2.97E-07,3.51E-07,3.15E-07,3.40E-07,3.25E-07
YHR111W,6.23E-07,5.59E-07,6.57E-07,5.16E-07,3.74E-07,4.72E-07,3.34E-07,3.58E-07,3.13E-07
YMR022W,,,,,,,,,
YCR084C,9.75E-07,1.03E-06,1.28E-06,1.58E-06,1.17E-06,1.25E-06,1.28E-06,1.34E-06,1.13E-06
YOR344C,,,,,,,,,
YML002W,,,,,,,,,
YJL197W,,,,,,,,,
YBR058C,2.75E-07,2.11E-07,2.35E-07,3.11E-07,2.09E-07,2.65E-07,1.99E-07,2.09E-07,2.10E-07
YER098W,,,,,,,,,
YIL031W,,,,,,,,,
YOR191W,,,,,,,,,
YNL062C,1.77E-07,1.22E-07,1.61E-07,2.13E-07,1.60E-07,1.70E-07,1.74E-07,1.82E-07,1.91E-07
YBR061C,2.31E-07,2.62E-07,3.52E-07,3.48E-07,2.74E-07,3.52E-07,3.46E-07,4.21E-07,3.21E-07
YML014W,1.87E-07,,2.14E-07,2.41E-07,1.41E-07,2.36E-07,2.30E-07,2.28E-07,1.74E-07
YJL087C,1.08E-07,1.07E-07,1.23E-07,1.51E-07,1.21E-07,1.24E-07,1.42E-07,1.38E-07,1.20E-07
YKL211C,1.12E-06,1.50E-06,2.50E-06,2.75E-06,1.83E-06,1.74E-06,1.73E-06,1.76E-06,1.67E-06
YBR058C-A,,,,,,,,,
YLR435W,,9.58E-08,,1.03E-07,9.30E-08,1.09E-07,,,
YOR006C,,,,,2.64E-08,3.43E-08,,,
YDR177W,3.32E-06,3.27E-06,3.76E-06,4.27E-06,3.58E-06,4.03E-06,3.95E-06,3.83E-06,3.35E-06
YDR054C,,,,,,,,,
YDR059C,1.71E-06,1.97E-06,1.18E-06,1.14E-06,,8.11E-07,,4.72E-07,2.47E-07
YDL064W,1.18E-06,1.17E-06,1.25E-06,1.32E-06,1.03E-06,1.20E-06,1.16E-06,1.10E-06,1.04E-06
YGR133W,,,,,,,,,
YLL039C,,,,,,,,,
YJL048C,,,,,,,,,
YEL024W,1.96E-06,2.20E-06,2.74E-06,3.27E-06,2.53E-06,3.40E-06,3.75E-06,3.78E-06,3.12E-06
YOR075W,,,,,,,,,
YDL170W,,,,,,,,,
YBL039C,7.67E-07,8.80E-07,1.18E-06,1.42E-06,1.13E-06,1.37E-06,1.50E-06,1.68E-06,1.66E-06
YOR256C,,,,,,,,,
YJL129C,,,,,,,,,
YKR056W,1.38E-07,1.87E-07,1.78E-07,2.01E-07,1.26E-07,2.00E-07,1.76E-07,1.36E-07,1.64E-07
YJL125C,1.24E-07,1.25E-07,1.60E-07,2.06E-07,1.57E-07,1.74E-07,1.63E-07,1.73E-07,1.76E-07
YER090W,1.96E-06,2.52E-06,4.22E-06,4.41E-06,3.06E-06,3.04E-06,2.95E-06,3.24E-06,3.09E-06
YLR043C,8.88E-06,8.66E-06,1.14E-05,1.36E-05,1.01E-05,1.27E-05,1.25E-05,1.27E-05,1.09E-05
YHR106W,1.99E-07,2.28E-07,1.60E-07,1.18E-07,6.84E-08,,,6.83E-08,4.48E-08
YBR223C,,,,,,,,,
YPL207W,7.35E-08,1.19E-07,1.75E-07,2.33E-07,1.83E-07,2.53E-07,2.38E-07,2.60E-07,2.38E-07
YLR193C,,,,,,,,,
YDR185C,,,,,,,,,
YJR103W,9.87E-07,8.29E-07,7.51E-07,6.70E-07,5.01E-07,4.65E-07,5.06E-07,4.39E-07,3.53E-07
YJR041C,1.26E-07,,,6.30E-09,,1.01E-07,,3.01E-08,
YDR520C,,,,,,,,,
YPL230W,,,,,,,,,
YHR039C-A,4.24E-06,4.08E-06,5.21E-06,5.74E-06,4.68E-06,5.21E-06,5.11E-06,6.11E-06,5.79E-06
YPL176C,,,,,,,,,
YNL299W,,,,,,,,,
YDL201W,7.47E-07,6.92E-07,8.59E-07,1.01E-06,8.53E-07,1.00E-06,1.00E-06,9.98E-07,9.08E-07
YML100W,9.85E-07,1.15E-06,1.20E-06,1.00E-06,4.28E-07,2.70E-07,2.53E-07,2.81E-07,1.85E-07
YKL033W,,,,,,,,,
YKR088C,,,,,,,,,
YOR295W,,,,,,,,,
YDL103C,1.10E-06,9.63E-07,1.05E-06,1.15E-06,8.56E-07,9.11E-07,8.54E-07,7.87E-07,6.97E-07
YDR390C,5.31E-07,4.82E-07,4.78E-07,5.41E-07,3.70E-07,4.06E-07,4.22E-07,4.37E-07,3.92E-07
YPR066W,,,,,,,,,
YKR098C,,,,,,,,,
YDR069C,,,,,,,,,
YIL156W,,,,,,,,,
YLR024C,,,,,,,,,
YML013W,7.84E-08,7.93E-08,8.13E-08,,7.88E-08,1.02E-07,5.40E-08,,
YDR330W,1.05E-07,9.91E-08,9.50E-08,1.01E-07,6.77E-08,8.62E-08,8.81E-08,7.42E-08,
YPL003W,,,,,,,,,
YPL139C,1.28E-07,1.64E-07,1.85E-07,1.97E-07,1.54E-07,1.77E-07,1.66E-07,1.52E-07,1.29E-07
YKL034W,,,,,,,,,
YGR080W,1.02E-06,1.00E-06,1.08E-06,1.13E-06,8.05E-07,8.95E-07,8.26E-07,7.69E-07,6.27E-07
YML003W,,,,,,,,,
YDR092W,4.00E-06,3.75E-06,4.36E-06,4.67E-06,3.14E-06,3.14E-06,3.50E-06,2.68E-06,2.46E-06
YNL186W,,4.16E-08,9.51E-08,,,5.69E-08,1.10E-07,1.21E-07,7.60E-08
YBL067C,9.92E-09,8.72E-09,1.18E-08,,7.34E-09,1.02E-08,,,
YPL072W,,,,,,,,,
YDL122W,2.65E-07,2.72E-07,3.05E-07,2.64E-07,2.70E-07,2.82E-07,3.16E-07,3.79E-07,3.19E-07
YER151C,1.35E-07,1.36E-07,1.85E-07,2.20E-07,1.64E-07,2.04E-07,2.19E-07,2.58E-07,2.48E-07
YDL091C,,,,,,,,,
YBR173C,,,,,,,,,
YDR207C,,,,,,,,,
YBR291C,1.00E-06,1.33E-06,1.77E-06,2.06E-06,1.60E-06,1.93E-06,1.96E-06,1.57E-06,1.57E-06
YLR306W,,,,,,,,,
YJR099W,,2.79E-07,,,,2.72E-07,1.68E-07,,
YER144C,,,,,,,,,
YFR010W,1.33E-06,1.33E-06,1.42E-06,1.49E-06,1.03E-06,1.04E-06,9.84E-07,9.20E-07,8.13E-07
YMR223W,,,,,,,,,
YGR048W,5.28E-07,5.30E-07,5.82E-07,6.26E-07,4.52E-07,4.92E-07,4.11E-07,4.41E-07,4.52E-07
YBR006W,9.69E-07,8.48E-07,7.06E-07,6.31E-07,3.89E-07,3.69E-07,3.39E-07,3.05E-07,2.24E-07
YDL169C,,,,,,,,,
YFR026C,,,,,,,,,
YPL020C,2.85E-08,3.48E-08,4.35E-08,3.69E-08,3.84E-08,3.88E-08,3.84E-08,3.68E-08,3.22E-08
YOR097C,,,,,,,,,
YKR014C,5.53E-07,6.04E-07,7.64E-07,8.47E-07,4.80E-07,5.03E-07,5.07E-07,4.39E-07,3.94E-07
YER039C-A,,,,,,,,,
YKL214C,5.19E-07,4.81E-07,5.89E-07,7.27E-07,6.37E-07,6.90E-07,6.35E-07,6.93E-07,6.37E-07
YDR545W,,,,,,,,,
YNL339C,,,,,,,,,
YHR016C,1.67E-06,1.45E-06,1.53E-06,1.61E-06,9.95E-07,1.16E-06,1.06E-06,9.75E-07,1.12E-06
YBR162W-A,6.71E-07,6.73E-07,,,,7.89E-07,,8.87E-07,
YMR089C,2.00E-07,2.72E-07,3.79E-07,4.31E-07,3.32E-07,3.89E-07,4.68E-07,4.31E-07,3.68E-07
YCL074W,,,,,,,,,
YCR004C,9.53E-06,8.32E-06,8.65E-06,1.00E-05,7.23E-06,7.95E-06,6.02E-06,4.42E-06,3.44E-06
YCR013C,,,,,,,,,
YCR016W,1.38E-07,1.36E-07,1.93E-07,2.55E-07,1.81E-07,1.98E-07,1.97E-07,1.77E-07,1.95E-07
YCR041W,,,,,,,,,
YCR101C,,,,,,,,,
YDR008C,,,,,,,,,
YDR018C,,,,,,,,,
YDL034W,,,,,,,,,
YDL050C,,,,,,,,,
YDL057W,,,,,,,,,
YDR102C,,,,,,,,,
YDR098C-A,,,,,,,,,
YDL121C,3.17E-07,3.59E-07,3.37E-07,3.91E-07,3.29E-07,3.08E-07,3.28E-07,3.03E-07,2.13E-07
YDR132C,,,,,,,,,
YDR261C-D,,,,,,,,,
YDR365W-A,,,,,,,,,
YDR179W-A,,,,,,,,,
YDR194W-A,,,,,,,,,
YDR246W-A,,,,,,,,,
YDR269C,,,,,,,,,
YDR491C,,,,,,,,,
YDR510C-A,,,,,,,,,
YDR537C,,,,,,,,,
YDR199W,,,,,,,,,
YDL026W,,,,,,,,,
YDR114C,,,,,,,,,
YDR133C,,,,,,,,,
YER068C-A,,,,,,,,,
YEL075W-A,,,,,,,,,
YER079C-A,,,,,,,,,
YER088W-B,,,,,,,,,
YER090C-A,,,,,,,,,
YER107W-A,,,,,,,,,
YER145C-A,,,,,,,,,
YER152W-A,,,,,,,,,
YER186C,,,,,,,,,
YER188C-A,,,,,,,,,
YER190C-B,,,,,,,,,
YFL032W,,,,,,,,,
YFL051C,,,,,,,,,
YFL064C,,,,,,,,,
YFL065C,,,,,,,,,
YFL067W,,,,,,,,,
YFR018C,,,,,,,,,
YFL057C,,,,,,,,,
YGL123C-A,,,,,,,,,
YGR038C-B,,,,,,,,,
YGR204C-A,,,,,,,,,
YGR161W-A,,,,,,,,,
YGR079W,,,,,,,,,
YGL010W,,,,,,,,,
YGL041C,,,,,,,,,
YGL072C,,,,,,,,,
YGL088W,,,,,,,,,
YNL160W,1.10E-05,1.55E-05,1.50E-05,1.02E-05,2.13E-06,3.23E-07,3.16E-07,2.40E-07,2.71E-07
YGL230C,,,,,,,,,
YHL002C-A,,,,,,,,,
YHL019W-A,,,,,,,,,
YHR032C-A,,,,,,,,,
YHR070C-A,,,,,,,,,
YHR180C-B,,,,,,,,,
YHR214C-E,,,,,,,,,
YHR218W-A,,,,,,,,,
YHR213W-B,,,,,,,,,
YHL009W-A,,,,,,,,,
YHR050W-A,,,,,,,,,
YHL005C,,,,,,,,,
YHL042W,,,,,,,,,
YHL044W,,,,,,,,,
YHR017W,,,,,,,,,
YHR020W,2.00E-06,2.22E-06,3.18E-06,3.76E-06,3.02E-06,3.62E-06,3.99E-06,4.57E-06,4.53E-06
YHR033W,2.04E-08,2.03E-08,2.22E-08,2.39E-08,1.19E-08,1.20E-08,9.33E-09,2.02E-08,1.42E-08
YHR095W,,,,,,,,,
YHR097C,6.87E-07,8.34E-07,1.04E-06,9.37E-07,4.22E-07,4.24E-07,4.04E-07,2.80E-07,2.90E-07
YHR122W,3.31E-07,,,,,,,,
YHR130C,,,,,,,,,
YHR138C,1.24E-06,1.27E-06,1.24E-06,1.11E-06,4.19E-07,4.66E-07,3.01E-07,2.95E-07,
YHR213W,,,,,,,,,
YIR020C-B,,,,,,,,,
YIR023C-A,,,,,,,,,
YIL047C-A,,,,,,,,,
YIL068W-A,,,,,,,,,
YIL071W-A,,,,,,,,,
YIL102C-A,,,,,,,,,
YIL021C-A,,,,,,,,,
YIL001W,,,,,,,,,
YIL032C,,,,,,,,,
YPL201C,,,,,,,,,
YIR044C,,,,,,,,,
YJL156W-A,,,,,,,,,
YJL114W,,,,,,,,,
YJR079W,,,,,,,,,
YJR157W,,,,,,,,,
YJL022W,,,,,,,,,
YJL120W,,,,,,,,,
YJL135W,,,,,,,,,
YJL150W,,,,,,,,,
YJL163C,,,,,,,,,
YJL171C,1.06E-06,9.02E-07,7.94E-07,6.97E-07,5.13E-07,5.37E-07,5.12E-07,5.65E-07,5.67E-07
YJL202C,,,,,,,,,
YJL225C,,,,,,,,,
YJR011C,,,,,,,,,
YJR018W,,,,,,,,,
YKL100W-A,,,,,,,,,
YKL156C-A,,,,,,,,,
YKR045C,,,,,,,,,
YKR075C,,,,,,,,,
YKL023W,2.14E-07,1.76E-07,2.45E-07,1.85E-07,1.17E-07,1.17E-07,1.00E-07,,
YKL075C,,,,,,,,,
YKL091C,2.84E-07,2.65E-07,2.36E-07,2.22E-07,1.55E-07,2.44E-07,1.80E-07,1.60E-07,2.53E-07
YKL097C,,,,,,,,,
YKL102C,,,,,,,,,
YKL107W,3.68E-07,2.66E-07,,,,,,,
YKL115C,,,,,,,,,
YKL136W,,,,,,,,,
YKL153W,,,,,,,,,
YKR012C,,,,,,,,,
YLR282C,,,,,,,,,
YLR286W-A,,,,,,,,,
YLR296W,,,,,,,,,
YLR334C,,,,,,,,,
YLR342W-A,,,,,,,,,
YLR345W,6.16E-07,5.91E-07,4.63E-07,4.37E-07,2.26E-07,2.43E-07,2.87E-07,1.90E-07,
YLR366W,,,,,,,,,
YLR415C,,,,,,,,,
YLR428C,,,,,,,,,
YLR456W,,,,,,,,,
YLR464W,,,,,,,,,
YLR154W-B,,,,,,,,,
YMR001C-A,,,,,,,,,
YML012C-A,,,,,,,,,
YML057C-A,,,,,,,,,
YML009C-A,,,,,,,,,
YML100W-A,,,,,,,,,
YMR173W-A,,,,,,,,,
YMR182W-A,,,,,,,,,
YMR147W,,2.54E-07,,1.34E-07,1.23E-07,,,,
YMR315W-A,,,,,,,,,
YMR166C,,,,,,,,,
YMR178W,3.73E-07,3.49E-07,4.36E-07,4.87E-07,3.18E-07,3.76E-07,3.13E-07,3.74E-07,3.28E-07
YMR209C,3.25E-08,,4.78E-08,,,,4.11E-08,,
YMR210W,,,,,,,,,
YMR272W-A,,,,,,,,,
YMR254C,,,,,,,,,
YMR295C,1.66E-06,1.78E-06,2.38E-06,2.73E-06,1.32E-06,1.15E-06,1.23E-06,1.13E-06,9.80E-07
YMR321C,,7.11E-08,1.39E-07,1.33E-07,,,,,
YML018C,,,,,,,,,
YML079W,7.48E-07,6.91E-07,8.02E-07,7.36E-07,5.08E-07,6.51E-07,5.88E-07,5.67E-07,4.70E-07
YML090W,,,,,,,,,
YNL042W-B,,,,,,,,,
YNR075C-A,,,,,,,,,
YNL162W-A,,,,,,,,,
YNL319W,,,,,,,,,
YNL324W,,,,,,,,,
YNR021W,9.80E-07,9.82E-07,1.08E-06,1.15E-06,8.72E-07,9.73E-07,9.04E-07,8.85E-07,7.99E-07
YNR025C,,,,,,,,,
YNR062C,,,,,,,,,
YNR064C,,,,,,,,,
YNL010W,2.54E-06,2.47E-06,3.10E-06,3.59E-06,2.93E-06,3.63E-06,3.61E-06,3.50E-06,3.20E-06
YNL089C,,,,,,,,,
YNL146W,,,,,,,,,
YNL171C,,,,,,,,,
YOR019W,,,,,,,,,
YOL024W,,,,,,,,,
YOL029C,,,,,,,,,
YOL035C,,,,,,,,,
YOR108C-A,,,,,,,,,
YOL103W-B,,,,,,,,,
YOL013W-A,,,,,,,,,
YOR029W,,,,,,,,,
YOR114W,,,,,,,,,
YER074W-A,,,,,,,,,
YPL014W,,,,,,,,,
YPR027C,,,,,,,,,
YPR074W-A,,,,,,,,,
YPR098C,,,,,,,,,
YPR114W,1.74E-08,2.00E-08,3.58E-08,3.37E-08,2.58E-08,2.81E-08,2.24E-08,2.57E-08,1.63E-08
YPL257W-A,,,,,,,,,
YPR126C,,,,,,,,,
YPR130C,,,,,,,,,
YPR158C-C,,,,,,,,,
YPL150W,,,,,,,,,
YPL162C,,,,,,,,,
YPR170W-B,,,,,,,,,
YPL191C,,,,,,,,,
YPR196W,,,,,,,,,
YPL222C-A,,,,,,,,,
YPL250W-A,,,,,,,,,
