all_gene,prot.1,prot.2,prot.3,prot.4,prot.5,prot.6,prot.7,prot.8,prot.9
YLR290C,4.16e-07,3.55e-07,4.11e-07,3.62e-07,1.75e-07,1.71e-07,1.87e-07,1.52e-07,1.13e-07
YIL157C,3.13e-07,2.98e-07,3.71e-07,4.41e-07,3.22e-07,4e-07,4.05e-07,3.56e-07,2.62e-07
YBR155W,3.12e-07,3.02e-07,3.65e-07,3.93e-07,3.22e-07,3.85e-07,3.81e-07,3.83e-07,3.96e-07
YML110C,2.02e-07,2.07e-07,2.54e-07,3.1e-07,2.74e-07,3.33e-07,4.16e-07,4.45e-07,2.57e-07
YBR227C,4.88e-07,5.13e-07,7.19e-07,7.85e-07,5.96e-07,7.19e-07,7.19e-07,7.19e-07,6.53e-07
YGR277C,4.82e-07,4.11e-07,3.64e-07,3.9e-07,2.64e-07,2.33e-07,2.46e-07,2.79e-07,2.51e-07
YCR005C,5.69e-07,4.24e-07,6.06e-07,7.44e-07,7.48e-07,1.41e-06,1.85e-06,1.01e-06,7.76e-07
YLR429W,1.45e-06,1.37e-06,1.91e-06,2.14e-06,1.63e-06,1.8e-06,1.83e-06,1.92e-06,1.65e-06
YMR012W,1.74e-06,1.89e-06,2.92e-06,3.72e-06,3.18e-06,4.12e-06,5.38e-06,5.18e-06,4.55e-06
YLR314C,1.28e-06,1.25e-06,1.6e-06,1.76e-06,1.32e-06,1.48e-06,1.43e-06,1.44e-06,1.3e-06
YLR418C,4.23e-07,4.11e-07,5.51e-07,6.3e-07,4.47e-07,5.04e-07,5.1e-07,4.07e-07,3.84e-07
YPL010W,1.54e-06,1.62e-06,1.73e-06,1.79e-06,1.48e-06,1.7e-06,1.6e-06,1.78e-06,1.42e-06
YHR051W,1.21e-05,1.26e-05,1.57e-05,1.76e-05,1.46e-05,1.83e-05,1.91e-05,1.92e-05,1.53e-05
YKL137W,4.25e-07,4.97e-07,6.91e-07,7.4e-07,5.7e-07,6.15e-07,7.14e-07,7.04e-07,6.25e-07
YGR157W,1.44e-07,1.59e-07,2.54e-07,3.36e-07,2.88e-07,4.2e-07,4.91e-07,4.88e-07,4.26e-07
YHR052W,4.95e-07,5.59e-07,8.38e-07,1.06e-06,8.56e-07,1.06e-06,1.09e-06,1.13e-06,1.11e-06
YDL160C-A,2.58e-08,2.48e-08,3.74e-08,3.96e-08,3.47e-08,4.85e-08,4.75e-08,5.28e-08,4.83e-08
YLR286C,1.45e-07,1.38e-07,2.53e-07,2.96e-07,2.36e-07,2.76e-07,2.64e-07,2.41e-07,1.59e-07
YPR060C,4.34e-07,5.29e-07,7.33e-07,7.95e-07,6.59e-07,7.51e-07,7.78e-07,8.48e-07,8.49e-07
YGL238W,6.71e-08,7.34e-08,8.8e-08,1.01e-07,6.83e-08,7.72e-08,7.42e-08,8.39e-08,8.58e-08
YOL145C,1.69e-07,1.8e-07,2.33e-07,2.48e-07,1.96e-07,2.12e-07,2.09e-07,2.31e-07,2.06e-07
YLR178C,1.55e-05,1.38e-05,1.13e-05,8.36e-06,3.09e-06,1.35e-06,1.14e-06,9.32e-07,6.47e-07
YOR039W,6.46e-07,6.17e-07,6.86e-07,7.92e-07,6.33e-07,7.24e-07,6.45e-07,6.81e-07,6.04e-07
YFR051C,1.88e-06,2.12e-06,2.58e-06,2.99e-06,2.25e-06,2.33e-06,2.34e-06,2.31e-06,2.16e-06
YGL119W,2.15e-07,2.86e-07,1.74e-07,2.42e-07,1.39e-07,1.65e-07,2.1e-07,1.73e-07,2.32e-07
YLR038C,6.75e-06,7.41e-06,8.3e-06,9.46e-06,8.12e-06,1.03e-05,1.13e-05,1.16e-05,8.75e-06
YDR231C,3.11e-07,3.36e-07,4.46e-07,4.87e-07,3.64e-07,3.29e-07,3.52e-07,3.59e-07,3.07e-07
YGL187C,3.53e-06,3.87e-06,4.14e-06,4.38e-06,3.57e-06,4.19e-06,4.51e-06,4.35e-06,3.31e-06
YNL052W,8.5e-06,9.44e-06,1.01e-05,1.13e-05,8.89e-06,1.04e-05,1.11e-05,1.15e-05,8.97e-06
YOR061W,6.92e-07,6.18e-07,7.2e-07,7.78e-07,6.26e-07,7.44e-07,7.15e-07,7.02e-07,6.07e-07
YGL137W,1.42e-06,1.51e-06,1.87e-06,2.06e-06,1.61e-06,1.82e-06,1.8e-06,2.06e-06,1.76e-06
YDR238C,7.6e-07,7.82e-07,9.54e-07,1.07e-06,7.52e-07,7.99e-07,7.84e-07,7.67e-07,7.11e-07
YLL050C,1.76e-05,1.68e-05,1.79e-05,1.84e-05,1.33e-05,1.46e-05,1.46e-05,1.45e-05,1.22e-05
YDL145C,1.8e-06,1.79e-06,2.08e-06,2.32e-06,1.65e-06,1.85e-06,1.88e-06,1.89e-06,1.71e-06
YIL076W,3.48e-07,3.31e-07,4e-07,4.81e-07,3.38e-07,4.15e-07,3.87e-07,3.7e-07,3.85e-07
YGL191W,5.05e-06,5.8e-06,5.79e-06,6.71e-06,5.13e-06,5.89e-06,6.21e-06,6.39e-06,5.15e-06
YNL287W,8.48e-07,9.16e-07,1.08e-06,1.21e-06,8.37e-07,8.88e-07,8.93e-07,9.57e-07,8.44e-07
YBR003W,9.42e-08,1.14e-07,2e-07,3.09e-07,2.04e-07,2.46e-07,3.38e-07,3.4e-07,3.18e-07
Q0250,2.16e-07,2.3e-07,2.39e-07,2.43e-07,1.71e-07,1.84e-07,1.88e-07,1.74e-07,1.32e-07
YHR007C,1.06e-06,1.54e-06,3.58e-06,4.16e-06,2.53e-06,2.23e-06,2.12e-06,1.87e-06,1.58e-06
YOR100C,4.44e-07,1.11e-06,4.16e-07,4.83e-07,6.18e-07,7.85e-07,6.13e-07,3.99e-07,4.3e-07
YNL027W,1.01e-07,1.16e-07,1.13e-07,1.12e-07,8.03e-08,8.73e-08,8.37e-08,7.07e-08,5.42e-08
YLR380W,5.62e-07,4.47e-07,5.94e-07,6.95e-07,4.97e-07,6.79e-07,6.03e-07,5.79e-07,5.19e-07
YHR146W,3.41e-06,2.63e-06,2.19e-06,2.26e-06,1.36e-06,1.41e-06,1.23e-06,1.2e-06,1.03e-06
YML054C,7.77e-06,9.49e-06,9.9e-06,1.13e-05,9.85e-06,1.19e-05,1.09e-05,8.25e-06,5.99e-06
YNL111C,6.3e-07,8.42e-07,1.3e-06,1.26e-06,7.71e-07,6.64e-07,6.03e-07,5.82e-07,5.3e-07
YPR135W,1.3e-07,1.02e-07,1.46e-07,1.42e-07,1.03e-07,1.18e-07,1.06e-07,1.13e-07,7.82e-08
YOR065W,2.41e-06,2.97e-06,4.04e-06,4.4e-06,3.49e-06,4.65e-06,5.14e-06,4.97e-06,4.3e-06
YDR430C,2.98e-07,2.87e-07,3.79e-07,4.7e-07,3.63e-07,4.63e-07,5.3e-07,5.14e-07,4.74e-07
YLR303W,4.95e-05,5.28e-05,6.65e-05,7.77e-05,6.26e-05,7.51e-05,7.85e-05,6.97e-05,5.77e-05
YLR003C,5.53e-07,4.66e-07,5.04e-07,5.21e-07,4.38e-07,4.88e-07,4.51e-07,3.69e-07,3.29e-07
YPR006C,2.93e-06,3e-06,3.17e-06,3.67e-06,3.38e-06,4.37e-06,2.8e-06,7.02e-07,3.02e-07
YDR161W,4.91e-08,4.45e-08,2.35e-08,5.38e-08,3.76e-08,4.77e-08,4.09e-08,3.22e-08,4.22e-08
YAL054C,3.76e-05,3.49e-05,2.76e-05,2.51e-05,1.66e-05,1.39e-05,5.26e-06,5.29e-07,5.14e-07
YFL039C,5.08e-05,4.98e-05,5.24e-05,6.2e-05,4.04e-05,4.56e-05,4.68e-05,4.35e-05,3.68e-05
YHR183W,1.72e-05,1.87e-05,2.43e-05,2.79e-05,2.31e-05,2.86e-05,2.93e-05,2.2e-05,2.26e-05
YGR256W,5.62e-06,5.22e-06,3.28e-06,2.17e-06,4.79e-07,1.31e-07,1.04e-07,1.33e-07,1.29e-07
YJL200C,1.73e-06,2.41e-06,3.58e-06,4.08e-06,3.22e-06,3.79e-06,3.86e-06,4.8e-06,4.83e-06
YLR304C,1.45e-05,1.53e-05,2.01e-05,2.38e-05,1.95e-05,2.69e-05,3.31e-05,3.38e-05,2.54e-05
YGL205W,2.91e-06,3.34e-06,2.65e-06,2.23e-06,1.69e-06,1.83e-06,1.21e-06,3.85e-07,3.2e-07
YLR153C,4.16e-06,5.18e-06,9.95e-06,1.28e-05,1.06e-05,1.18e-05,1.45e-05,1.55e-05,1.34e-05
YMR318C,2.95e-06,3.97e-06,7e-06,8.99e-06,7.36e-06,8.99e-06,8.86e-06,7.32e-06,6.98e-06
YCR011C,4.18e-08,3.39e-08,2.97e-08,3.85e-08,1.7e-08,2.01e-08,1.6e-08,1.44e-08,9.95e-09
YIL044C,2.15e-07,2.3e-07,2.79e-07,3.32e-07,2.22e-07,2.51e-07,2.94e-07,2.79e-07,2.58e-07
YGR037C,3.59e-06,3.55e-06,3.8e-06,4.07e-06,3.22e-06,3.12e-06,3.53e-06,3.08e-06,2.8e-06
YBL015W,1.13e-05,1.39e-05,1.57e-05,1.71e-05,1.45e-05,1.84e-05,2.07e-05,1.61e-05,9.83e-06
YDR376W,2.55e-07,2.36e-07,2.55e-07,3.2e-07,2.34e-07,2.65e-07,2.93e-07,2.77e-07,2.59e-07
YBL030C,2.36e-05,3.15e-05,4.7e-05,5.47e-05,4.18e-05,4.82e-05,5.33e-05,4.85e-05,4.07e-05
YKL192C,5.53e-06,5.89e-06,6.87e-06,7.89e-06,6.54e-06,7.65e-06,8.97e-06,9.25e-06,7.84e-06
YFL030W,2.4e-06,3.59e-06,5.26e-06,6.9e-06,6.67e-06,7.9e-06,8.18e-06,5.7e-06,3.23e-06
YMR072W,2.37e-05,2.18e-05,1.93e-05,1.89e-05,1.24e-05,1.22e-05,1.15e-05,1.02e-05,8.25e-06
YOR014W,5.98e-08,6.34e-08,7.65e-08,8.89e-08,5.08e-08,5.86e-08,5.56e-08,5.56e-08,4.81e-08
YAL016W,1.14e-06,1.14e-06,1.16e-06,1.17e-06,7.65e-07,7.15e-07,6.83e-07,6.46e-07,5.41e-07
YGL190C,6.45e-07,6.56e-07,7.12e-07,7.17e-07,4.65e-07,4.98e-07,4.92e-07,4.75e-07,4.52e-07
YCR088W,2.37e-06,2.44e-06,2.82e-06,3.13e-06,2.48e-06,2.85e-06,2.66e-06,2.61e-06,2.11e-06
YGL055W,9.37e-07,1.51e-06,2.67e-06,2.79e-06,2.1e-06,2.39e-06,3.12e-06,3.07e-06,2.45e-06
YLR027C,3.94e-06,4.57e-06,6.88e-06,7.79e-06,5.86e-06,6.57e-06,7.39e-06,8.31e-06,7.29e-06
YNR016C,1.04e-05,1.07e-05,8.82e-06,8.16e-06,5.56e-06,5.93e-06,6.86e-06,6.35e-06,5.36e-06
YJR025C,1.53e-06,1.63e-06,2.33e-06,2.42e-06,1.56e-06,1.48e-06,1.29e-06,1.26e-06,1.02e-06
YKL112W,4.55e-07,5.19e-07,6.56e-07,7.9e-07,5.74e-07,5.64e-07,6.03e-07,5.94e-07,5.32e-07
YER065C,3.75e-06,5.75e-06,6.93e-06,7.99e-06,6.04e-06,4.72e-06,4.34e-06,2.21e-06,9.83e-07
YLR203C,8.21e-07,8.23e-07,1.19e-06,1.29e-06,1.08e-06,1.19e-06,1.38e-06,1.36e-06,1.09e-06
YGL125W,4.05e-07,5.21e-07,8.14e-07,1.08e-06,1.01e-06,1.41e-06,1.38e-06,1.54e-06,1.49e-06
YOR326W,2.31e-07,2.45e-07,3.37e-07,3.52e-07,2.72e-07,3.19e-07,3.2e-07,3.25e-07,2.97e-07
YMR109W,2.53e-07,2.44e-07,2.86e-07,2.86e-07,1.96e-07,2.18e-07,2.2e-07,2.05e-07,1.94e-07
YHR074W,4.51e-07,4.81e-07,5.62e-07,5.79e-07,4.34e-07,4.09e-07,3.96e-07,3.82e-07,3.53e-07
YNL132W,4.65e-07,5.06e-07,6.22e-07,7.19e-07,5.63e-07,6.22e-07,6.26e-07,7.15e-07,7.13e-07
YER159C,2.84e-07,3.81e-07,4.38e-07,4.27e-07,4.3e-07,4.49e-07,4.59e-07,3.54e-07,3.14e-07
YPL178W,2.29e-06,2.43e-06,2.55e-06,2.9e-06,2.49e-06,2.55e-06,2.55e-06,2.39e-06,2.13e-06
YOR108W,1.08e-06,1.07e-06,1.53e-06,1.58e-06,1.31e-06,1.49e-06,1.55e-06,2.02e-06,2.16e-06
YNL045W,6.91e-07,6.41e-07,6.07e-07,6.02e-07,4.22e-07,4.3e-07,4.02e-07,4.12e-07,3.5e-07
YFR001W,8.35e-07,9.92e-07,1.48e-06,1.89e-06,1.65e-06,2.01e-06,1.78e-06,1.53e-06,1.4e-06
YHR121W,5.65e-07,5.77e-07,8.32e-07,9.8e-07,8.34e-07,9.37e-07,1.02e-06,1.02e-06,9.14e-07
YKL021C,3.97e-07,4.1e-07,5.45e-07,6.57e-07,5.38e-07,6.07e-07,5.85e-07,5.86e-07,5.51e-07
YNL137C,3.69e-07,4.38e-07,7.72e-07,9.4e-07,8.03e-07,1.04e-06,1.17e-06,1.28e-06,1.14e-06
YIL043C,2.13e-06,1.85e-06,2.23e-06,2.46e-06,1.89e-06,1.98e-06,1.98e-06,1.85e-06,1.64e-06
YFR047C,1.82e-06,1.58e-06,1.59e-06,1.81e-06,1.52e-06,1.67e-06,1.74e-06,1.56e-06,1.31e-06
YGR147C,1.09e-07,1.42e-07,1.5e-07,1.61e-07,1.36e-07,1.29e-07,1.62e-07,1.65e-07,9.52e-08
YPR155C,1.91e-07,1.81e-07,2.5e-07,1.69e-07,1.86e-07,1.79e-07,1.65e-07,1.27e-07,7.91e-08
YCL017C,7.3e-07,7.36e-07,8.79e-07,1.06e-06,8.74e-07,1.1e-06,1.13e-06,1.12e-06,1.02e-06
YDL208W,4.37e-06,4.06e-06,4.85e-06,5.48e-06,4.37e-06,5.28e-06,5.15e-06,5.46e-06,5.11e-06
YKR048C,1.04e-06,1.09e-06,1.28e-06,1.42e-06,1.14e-06,1.29e-06,1.21e-06,1.33e-06,1.2e-06
YPL226W,9.16e-07,9.41e-07,1.05e-06,1.15e-06,8.92e-07,1.05e-06,1.14e-06,1.5e-06,1.6e-06
YMR285C,2.99e-08,4.37e-08,5.98e-08,1.17e-07,1.1e-07,1.47e-07,1.48e-07,1.93e-07,1.78e-07
YFR002W,1.99e-07,1.89e-07,2.11e-07,2.29e-07,1.69e-07,1.74e-07,1.6e-07,1.79e-07,1.63e-07
YPR118W,4.72e-07,4.93e-07,6.39e-07,7.41e-07,5.55e-07,6.34e-07,5.39e-07,5.22e-07,4.92e-07
YJL050W,2.88e-07,2.88e-07,3.54e-07,4.04e-07,3.4e-07,3.72e-07,4.15e-07,4.82e-07,4.41e-07
YDR493W,7.49e-08,1.01e-07,1.26e-07,1.74e-07,1.52e-07,1.87e-07,3.27e-07,3.77e-07,2.96e-07
YGL122C,3.08e-07,2.95e-07,3.94e-07,4.68e-07,3.41e-07,3.75e-07,3.77e-07,3.89e-07,3.66e-07
YHR193C,1.08e-05,1.12e-05,1.34e-05,1.6e-05,1.28e-05,1.51e-05,1.49e-05,1.47e-05,1.31e-05
YBL024W,1.35e-06,1.4e-06,1.74e-06,1.97e-06,1.53e-06,1.79e-06,1.78e-06,1.8e-06,1.67e-06
YPR048W,3.95e-08,3.76e-08,5.66e-08,6.34e-08,5.11e-08,4.93e-08,5.66e-08,5.21e-08,5.08e-08
YKR080W,2.37e-06,2.73e-06,3.34e-06,3.87e-06,2.79e-06,3.1e-06,3.03e-06,3.47e-06,3.43e-06
YMR228W,1.06e-07,9.81e-08,1e-07,1.38e-07,1.17e-07,1.42e-07,1.61e-07,1.71e-07,1.45e-07
YOL147C,2.36e-07,2.58e-07,2.67e-07,2.85e-07,1.95e-07,2.08e-07,1.55e-07,9.73e-08,6.52e-08
YGL153W,2.46e-07,2.51e-07,3.42e-07,3.58e-07,2.8e-07,3.35e-07,3.06e-07,2.38e-07,1.8e-07
YDL065C,3.9e-07,3.49e-07,3.88e-07,4.27e-07,3.19e-07,4.03e-07,3.63e-07,3.61e-07,3.18e-07
YKL127W,2.66e-07,2.65e-07,4.02e-07,4.72e-07,3.81e-07,4.54e-07,4.72e-07,4.78e-07,4.52e-07
YGR086C,4.15e-05,4.14e-05,4.02e-05,3.81e-05,2.33e-05,2.09e-05,1.79e-05,1.93e-05,1.68e-05
YAR042W,2.97e-07,2.66e-07,2.67e-07,2.46e-07,1.78e-07,2.04e-07,2.14e-07,1.79e-07,1.35e-07
YHR073W,1.55e-07,1.85e-07,1.83e-07,2.1e-07,1.63e-07,1.7e-07,1.78e-07,2.35e-07,2.89e-07
YKR003W,3.66e-07,3.81e-07,4.8e-07,3.78e-07,2.93e-07,3.08e-07,3.1e-07,3.39e-07,2.92e-07
YBR279W,3.11e-07,3.25e-07,3.83e-07,4.18e-07,3.57e-07,4.06e-07,3.83e-07,3.76e-07,3.45e-07
YGR178C,7.45e-07,8.25e-07,1.05e-06,1.24e-06,9.62e-07,1.15e-06,1.15e-06,1.29e-06,1.15e-06
YJL128C,1.82e-07,2.07e-07,2.56e-07,2.94e-07,2.01e-07,2.21e-07,2.58e-07,2.73e-07,2.74e-07
YDR081C,8.05e-08,7.69e-08,1.01e-07,1.07e-07,1.05e-07,1.12e-07,1.02e-07,1.12e-07,9.29e-08
YER009W,2.19e-05,2.28e-05,2.67e-05,3.09e-05,1.92e-05,2.66e-05,2.62e-05,2.47e-05,2.15e-05
YAR002W,1.38e-07,1.33e-07,1.57e-07,1.85e-07,1.27e-07,1.34e-07,1.38e-07,1.5e-07,1.51e-07
YKR097W,3.92e-07,5.09e-07,6.21e-07,8.8e-07,8.39e-07,1.38e-06,1.76e-06,5.63e-07,2.88e-07
YBR088C,1.26e-06,1.32e-06,1.61e-06,1.88e-06,1.37e-06,1.44e-06,1.5e-06,1.4e-06,1.28e-06
YER149C,3.87e-08,4.54e-08,7.75e-08,8.81e-08,7.54e-08,8.18e-08,8.38e-08,8.91e-08,6.63e-08
YJL053W,1.54e-07,1.83e-07,1.85e-07,1.75e-07,9.91e-08,1.32e-07,1.38e-07,1.34e-07,8.87e-08
YGR103W,7.18e-07,8.48e-07,1.11e-06,1.3e-06,1.03e-06,1.22e-06,1.32e-06,1.35e-06,1.31e-06
YDR348C,3.73e-07,4.16e-07,3.57e-07,3.92e-07,3.16e-07,4.15e-07,3.5e-07,4.27e-07,3.88e-07
YIL145C,3.21e-07,3.09e-07,4.23e-07,5.61e-07,3.73e-07,3.86e-07,3.18e-07,3.24e-07,4.17e-07
YGR202C,1.44e-07,1.58e-07,2.53e-07,2.97e-07,2.53e-07,2.97e-07,3.5e-07,4e-07,3.76e-07
YNL231C,3.99e-07,3.55e-07,5.74e-07,7.08e-07,6.23e-07,8.13e-07,8.37e-07,8.79e-07,7.92e-07
YBR035C,2.66e-06,3.29e-06,5.34e-06,6.18e-06,4.43e-06,4.48e-06,4.29e-06,4.09e-06,3.72e-06
YLR324W,4.48e-08,4.23e-08,4.22e-08,4.3e-08,2.73e-08,2.73e-08,2.56e-08,2.18e-08,1.98e-08
YGR078C,6.04e-07,6.5e-07,8.88e-07,9.25e-07,5.89e-07,1.19e-06,7.93e-07,9.17e-07,1.11e-06
YLR200W,8.6e-07,7.76e-07,9.86e-07,1.18e-06,8.49e-07,9.7e-07,9.72e-07,9.47e-07,8.78e-07
YMR105C,7.39e-06,7.05e-06,5.03e-06,4.03e-06,1.92e-06,9.58e-07,7.42e-07,8.04e-07,4.92e-07
YNL316C,7.22e-07,7.78e-07,9.05e-07,1.03e-06,7.03e-07,8.23e-07,9.44e-07,7.05e-07,5.91e-07
YKR046C,6.82e-06,5.01e-06,3.62e-06,3.18e-06,1.4e-06,1.09e-06,1.25e-06,1.1e-06,1.22e-06
YNL153C,8.3e-07,4.88e-07,7.28e-07,7.85e-07,5.29e-07,6.62e-07,6.46e-07,7.12e-07,6.96e-07
YMR205C,7.75e-06,7.66e-06,7.67e-06,8.25e-06,6.14e-06,7.01e-06,7.71e-06,8.09e-06,7.25e-06
YGR132C,4.76e-06,4.65e-06,5.17e-06,5.81e-06,4.69e-06,5.55e-06,6.4e-06,6.38e-06,5.09e-06
YNL149C,9.87e-07,1.15e-06,1.32e-06,1.5e-06,1.09e-06,1.34e-06,1.2e-06,1.22e-06,1.25e-06
YCR012W,0.00014818,0.000145647,0.000105816,9.46e-05,5.25e-05,5.23e-05,5.95e-05,5.76e-05,4.93e-05
YGL023C,1.17e-07,1.19e-07,1.46e-07,1.62e-07,1.35e-07,1.74e-07,1.6e-07,1.44e-07,9.72e-08
YOR281C,1.89e-07,2.12e-07,2.68e-07,3.42e-07,2.64e-07,3.08e-07,3.04e-07,3.12e-07,2.92e-07
YDL053C,5.5e-07,5.81e-07,8.92e-07,1.11e-06,9.41e-07,1.19e-06,1.19e-06,1.27e-06,1.13e-06
YLR044C,5.25e-05,5.02e-05,4.45e-05,4.22e-05,2.55e-05,2.75e-05,3.29e-05,4.15e-05,5.26e-05
YCL043C,9.33e-06,9.58e-06,1.14e-05,1.22e-05,8.53e-06,8.99e-06,8.61e-06,8.79e-06,8.2e-06
YPL058C,3.43e-07,3.13e-07,4.97e-07,5.77e-07,5.22e-07,8.11e-07,7.95e-07,4.24e-07,2.57e-07
YPL112C,5.28e-07,4.61e-07,5.33e-07,6.04e-07,5.13e-07,5.23e-07,5.68e-07,6.24e-07,6.04e-07
YML069W,8.45e-07,8.45e-07,1.04e-06,1.13e-06,8.62e-07,8.77e-07,8.02e-07,8.15e-07,7.07e-07
YLR018C,8.52e-08,7.22e-08,8.3e-08,6.55e-08,7.01e-08,7.56e-08,6.95e-08,5.77e-08,4.92e-08
YML057W,4.62e-07,5.43e-07,7.09e-07,7.65e-07,5.46e-07,5.76e-07,4.83e-07,4.81e-07,4.32e-07
YLR216C,7.94e-06,6.36e-06,5.05e-06,4.8e-06,3.13e-06,3.46e-06,3.21e-06,2.98e-06,2.77e-06
YDL095W,1.51e-07,1.81e-07,2.42e-07,2.97e-07,2.31e-07,2.37e-07,2.43e-07,2.5e-07,2.22e-07
YAL023C,6.02e-07,6.58e-07,9.22e-07,1.15e-06,8.24e-07,9.37e-07,9.24e-07,9.74e-07,8.34e-07
YJR143C,1.23e-07,8.12e-08,1.67e-07,1.3e-07,1.44e-07,1.28e-07,1.58e-07,2.46e-07,1.44e-07
YGL037C,1.66e-05,1.6e-05,1.32e-05,1.09e-05,4.75e-06,2.88e-06,2.56e-06,2.98e-06,2.47e-06
YJL179W,1.59e-07,3.18e-07,3.6e-07,4.41e-07,2.98e-07,3.43e-07,2.94e-07,3.92e-07,2.97e-07
YML094W,2.73e-07,2.89e-07,3.72e-07,4.47e-07,3.47e-07,4.11e-07,4.23e-07,3.98e-07,3.75e-07
YBR106W,3.78e-06,4.34e-06,5.89e-06,6.55e-06,4.97e-06,5.71e-06,5.83e-06,5.31e-06,4.91e-06
YMR008C,1.64e-06,1.41e-06,1.34e-06,1.29e-06,7.92e-07,6.82e-07,6.06e-07,5.22e-07,5.04e-07
YKL152C,0.00011338,0.000121161,9.35e-05,8.29e-05,4.17e-05,4.12e-05,4.5e-05,4.24e-05,4.18e-05
YLR209C,8.35e-07,7.52e-07,7.69e-07,8.78e-07,7.37e-07,8.25e-07,8.35e-07,8.27e-07,7.1e-07
YDL052C,3.44e-07,3.14e-07,3.78e-07,4.35e-07,4.22e-07,5e-07,5.83e-07,5.96e-07,4.61e-07
YKL128C,1.39e-07,1e-07,2.08e-07,1.9e-07,1.74e-07,1.88e-07,1.49e-07,2.63e-07,2.49e-07
YKL206C,5.62e-07,5.53e-07,5.67e-07,6.8e-07,4.46e-07,4.1e-07,4.79e-07,4.44e-07,3.28e-07
YPR127W,3.01e-06,2.81e-06,1.6e-06,1.07e-06,2.79e-07,1.53e-07,1.55e-07,1.59e-07,1.35e-07
YDL006W,3.14e-07,2.64e-07,2.58e-07,2.59e-07,1.79e-07,2.03e-07,1.91e-07,2.14e-07,1.83e-07
YBL056W,1.31e-06,1.39e-06,1.74e-06,1.86e-06,1.42e-06,1.56e-06,1.57e-06,1.49e-06,1.3e-06
YHR076W,1.83e-07,2.16e-07,3.45e-07,3.16e-07,2.44e-07,2.64e-07,2.54e-07,2.44e-07,2.21e-07
YER089C,6.78e-07,7.57e-07,1.07e-06,1.19e-06,8.98e-07,1.01e-06,9.64e-07,1.02e-06,8.66e-07
YOR323C,2.5e-06,2.72e-06,3.76e-06,4.28e-06,3.16e-06,3.47e-06,3.55e-06,3.72e-06,3.63e-06
YGL008C,1.76e-05,2.27e-05,2.81e-05,2.81e-05,1.73e-05,1.69e-05,2.04e-05,2.61e-05,2.44e-05
YMR129W,1.27e-07,1.34e-07,1.47e-07,1.48e-07,1.16e-07,1.3e-07,1.19e-07,1.28e-07,1.06e-07
YDL047W,2.1e-07,2.42e-07,2.62e-07,2.46e-07,1.14e-07,1.97e-07,2.1e-07,1.78e-07,2.2e-07
YGR123C,3.17e-07,3.31e-07,4.24e-07,5.25e-07,4.2e-07,5.1e-07,5.39e-07,5.48e-07,4.83e-07
YBL036C,8.54e-07,7.92e-07,9.21e-07,1.05e-06,7.44e-07,8.11e-07,8.11e-07,8.4e-07,7.78e-07
YFL045C,2.96e-06,3.34e-06,6.11e-06,7.29e-06,5.68e-06,6.88e-06,6.95e-06,7.08e-06,6.38e-06
YOR145C,3.07e-07,3.16e-07,4.39e-07,5.75e-07,4.74e-07,5.78e-07,5.68e-07,6.83e-07,7e-07
YDL236W,4.9e-07,5.12e-07,7.46e-07,9.55e-07,8.49e-07,1.01e-06,9.85e-07,1.09e-06,9.71e-07
YKR082W,8.79e-08,8.48e-08,1.03e-07,1.01e-07,7e-08,8.27e-08,8.9e-08,9.45e-08,7.42e-08
YGL092W,1.2e-07,1.07e-07,1.3e-07,1.55e-07,1.15e-07,1.16e-07,1.28e-07,1.09e-07,9.08e-08
YKL120W,5.48e-07,6.7e-07,8.56e-07,9.97e-07,7.67e-07,8.38e-07,9.08e-07,9.32e-07,9.41e-07
YNL071W,6.57e-06,6.86e-06,7.68e-06,8.17e-06,6.05e-06,6.72e-06,6.46e-06,6.07e-06,5.04e-06
YBR221C,1.78e-05,1.79e-05,2.11e-05,2.35e-05,1.84e-05,2.17e-05,2.03e-05,1.86e-05,1.52e-05
YKL110C,3.03e-07,2.39e-07,3.28e-07,3.97e-07,2.99e-07,3.32e-07,3.47e-07,3.27e-07,2.96e-07
YDL051W,1.14e-06,1.07e-06,1.32e-06,1.53e-06,1.17e-06,1.42e-06,1.46e-06,1.42e-06,1.43e-06
YKL142W,3.09e-06,3.19e-06,3.26e-06,3.1e-06,1.85e-06,1.69e-06,1.47e-06,1.27e-06,1.02e-06
YGL106W,1.97e-06,1.98e-06,2.5e-06,2.8e-06,2.48e-06,2.75e-06,2.9e-06,3.03e-06,2.73e-06
YLR219W,5.75e-07,4.72e-07,4.11e-07,3.91e-07,2.29e-07,2.22e-07,2.13e-07,1.82e-07,1.78e-07
YHR039C,4.72e-07,5.23e-07,8.05e-07,8.52e-07,5.34e-07,3.71e-07,3.47e-07,3.29e-07,3.27e-07
YDL044C,1.14e-07,1.31e-07,1.73e-07,1.9e-07,1.62e-07,1.9e-07,1.82e-07,1.59e-07,1.6e-07
YOR196C,2.79e-07,3.57e-07,5.01e-07,7.08e-07,5.61e-07,7.74e-07,7.84e-07,8.53e-07,7.45e-07
YFR024C-A,1.72e-06,1.58e-06,1.65e-06,1.77e-06,1.28e-06,1.37e-06,1.36e-06,1.46e-06,1.3e-06
YDR234W,2.61e-06,3.06e-06,3.95e-06,4.2e-06,3.3e-06,3.7e-06,3.79e-06,4.11e-06,3.94e-06
